,src_id,dest_id,day,time_taken
1721,1118,245,thursday,102.08217546645494
1722,1118,245,tuesday,102.08217546645494
1723,1118,245,wednesday,102.08217546645494
1725,1118,302,friday,97.99600399600399
1726,1118,302,monday,98.25633968940437
1727,1118,302,saturday,117.97145003756575
1729,1118,302,thursday,97.99600399600399
1730,1118,302,tuesday,97.99600399600399
1731,1118,302,wednesday,97.99600399600399
1742,1120,510,sunday,120.0
1746,1120,512,friday,127.56592906941498
1747,1120,512,monday,127.56592906941498
1748,1120,512,saturday,119.841642228739
1750,1120,512,thursday,127.56592906941498
1751,1120,512,tuesday,127.56592906941498
1752,1120,512,wednesday,127.56592906941498
1762,1128,131,sunday,108.86167332731726
1766,1128,362,friday,300.0
1767,1128,362,monday,300.0
1768,1128,362,saturday,300.0
1769,1128,362,sunday,300.0
1770,1128,362,thursday,300.0
1771,1128,362,tuesday,300.0
1772,1128,362,wednesday,300.0
1773,1128,774,friday,177.51276659657555
1774,1128,774,monday,177.51276659657555
1775,1128,774,saturday,152.76106194690266
1777,1128,774,thursday,177.51276659657555
1778,1128,774,tuesday,177.51276659657555
1779,1128,774,wednesday,177.51276659657555
1780,1164,709,friday,429.61000297707653
1781,1164,709,monday,429.61000297707653
1782,1164,709,saturday,512.759643916914
1784,1164,709,thursday,429.61000297707653
1785,1164,709,tuesday,429.61000297707653
1786,1164,709,wednesday,429.61000297707653
1797,1164,884,sunday,175.0663745328006
1804,1164,1043,sunday,157.88018433179724
1808,1179,154,friday,115.69164420485176
1809,1179,154,monday,115.69164420485176
1810,1179,154,saturday,120.0
1812,1179,154,thursday,115.69164420485176
1813,1179,154,tuesday,115.69164420485176
1814,1179,154,wednesday,115.69164420485176
1818,1179,302,sunday,120.0
1822,1193,167,friday,73.25129533678756
1823,1193,167,monday,73.31998908197616
1824,1193,167,saturday,74.77987421383648
1825,1193,167,sunday,75.64407656492499
1826,1193,167,thursday,73.25129533678756
1827,1193,167,tuesday,73.25129533678756
1828,1193,167,wednesday,73.25129533678756
1829,1193,290,friday,780.0
1830,1193,290,monday,780.0
1831,1193,290,thursday,780.0
1832,1193,290,tuesday,780.0
1833,1193,290,wednesday,780.0
1834,1193,320,friday,97.617237008872
1835,1193,320,monday,97.84222014343624
1836,1193,320,saturday,108.75198587819948
1837,1193,320,sunday,96.2417470797359
1838,1193,320,thursday,97.617237008872
1839,1193,320,tuesday,97.617237008872
1840,1193,320,wednesday,97.617237008872
1841,1193,498,friday,240.0
1842,1193,498,monday,240.0
1843,1193,498,thursday,240.0
1844,1193,498,tuesday,240.0
1845,1193,498,wednesday,240.0
1846,1193,856,friday,176.99619771863118
1847,1193,856,monday,177.18740255690676
1850,1193,856,thursday,176.99619771863118
1851,1193,856,tuesday,176.99619771863118
1852,1193,856,wednesday,176.99619771863118
1853,1193,1099,friday,135.66062176165804
1854,1193,1099,monday,135.89118369575107
1855,1193,1099,saturday,154.9056603773585
1856,1193,1099,sunday,144.36627004655975
1857,1193,1099,thursday,135.66062176165804
1858,1193,1099,tuesday,135.66062176165804
1859,1193,1099,wednesday,135.66062176165804
1860,1199,404,friday,120.0
1861,1199,404,monday,120.0
1862,1199,404,saturday,124.0251572327044
1863,1199,404,sunday,120.0
1864,1199,404,thursday,120.0
1865,1199,404,tuesday,120.0
1866,1199,404,wednesday,120.0
1872,1199,1012,friday,147.2430542063338
1873,1199,1012,monday,146.99656094764998
1875,1199,1012,sunday,132.633212622866
1876,1199,1012,thursday,147.2430542063338
1877,1199,1012,tuesday,147.2430542063338
1878,1199,1012,wednesday,147.2430542063338
1893,1211,863,friday,60.0
1894,1211,863,monday,60.0
1896,1211,863,sunday,60.0
1897,1211,863,thursday,60.0
1898,1211,863,tuesday,60.0
1899,1211,863,wednesday,60.0
1907,1211,1016,friday,86.55893536121673
1908,1211,1016,monday,86.36108512628626
1909,1211,1016,saturday,81.84995586937335
1910,1211,1016,sunday,70.83982390789028
1911,1211,1016,thursday,86.55893536121673
1912,1211,1016,tuesday,86.55893536121673
1913,1211,1016,wednesday,86.55893536121673
1923,1211,1241,saturday,172.44233600523475
1936,1241,290,sunday,182.84191829484902
1962,1241,1211,friday,131.34855403348553
1963,1241,1211,monday,131.97125461622917
1964,1241,1211,saturday,49.336561743341406
1966,1241,1211,thursday,131.34855403348553
1967,1241,1211,tuesday,131.34855403348553
1968,1241,1211,wednesday,131.34855403348553
