,src_id,dest_id,month,time_taken
395,249,228,11,60.0
396,249,228,12,60.0
413,251,228,2,240.0
426,251,889,4,92.02156334231806
427,251,889,5,86.35314995563442
428,251,889,6,91.5
429,251,889,7,86.00700525394045
430,251,889,8,88.69565217391305
431,251,889,9,91.21152980033028
432,251,889,10,92.02156334231806
433,251,889,11,88.69565217391305
444,251,1116,3,660.0
458,254,911,1,60.0
459,254,911,2,60.0
460,254,911,3,60.0
461,254,911,4,60.0
462,254,911,5,60.0
463,254,911,6,60.0
465,254,911,8,60.0
466,254,911,9,60.0
467,254,911,10,60.0
468,254,911,11,60.0
469,254,911,12,60.0
470,254,1117,1,38.8235294117647
471,254,1117,2,720.3973509933775
472,254,1117,3,813.2038834951456
473,254,1117,4,1068.0
474,254,1117,5,1068.0
475,254,1117,6,1068.0
476,254,1117,7,1068.0
477,254,1117,8,1068.0
478,254,1117,9,1088.5714285714287
479,254,1117,10,1116.0
