,src_id,dest_id,hour,time_taken
1052,302,1179,16,121.68871376301716
1053,302,1179,17,121.66574125485842
1054,302,1179,18,120.0
1055,302,1179,19,120.0
1056,302,1179,20,120.0
1057,302,1179,21,120.0
1058,302,1179,22,120.0
1059,302,1179,23,120.0
1061,320,58,1,96.83297180043384
1062,320,58,2,60.0
1063,320,58,3,60.0
1064,320,58,5,60.0
1065,320,58,6,62.52690687880206
1066,320,58,7,96.95519791213572
1067,320,58,8,101.38047138047138
1068,320,58,9,101.60690212995416
1069,320,58,10,100.70693748351358
1070,320,58,11,101.1637630662021
1071,320,58,12,101.1866235167206
1072,320,58,13,99.3465577596266
1073,320,58,14,102.23451327433628
1074,320,58,15,101.19688385269122
1075,320,58,16,101.38740661686232
1076,320,58,17,101.2439156300703
1077,320,58,18,101.75447980743515
1078,320,58,19,101.88760806916426
1079,320,58,20,101.57055925818604
1080,320,58,21,102.4537487828627
1081,320,58,22,102.59978030025631
1082,320,58,23,102.34227427276161
1084,320,1193,1,111.8796992481203
1085,320,1193,2,120.0
1086,320,1193,5,89.63181148748158
1087,320,1193,6,117.07436001625355
1088,320,1193,7,117.53424657534246
1089,320,1193,8,117.63546798029557
1090,320,1193,9,121.31305044035228
1091,320,1193,10,121.69130285321417
1092,320,1193,11,121.5
1093,320,1193,12,122.1923076923077
1094,320,1193,13,121.81282240235814
1095,320,1193,14,121.7859673990078
1096,320,1193,15,153.984
1097,320,1193,16,155.71814254859612
1098,320,1193,17,155.05491561746584
1099,320,1193,18,150.11777021722062
1100,320,1193,19,121.24777183600713
1101,320,1193,20,120.83945435466947
1102,320,1193,21,116.77972418934029
1103,320,1193,22,116.78571428571429
1104,320,1193,23,116.44590703414232
1109,333,302,1,60.0
1110,333,302,2,60.0
1111,333,302,5,113.60105332455562
1112,333,302,6,117.64150943396227
1113,333,302,7,117.07158351409979
1114,333,302,8,116.98996655518394
1115,333,302,9,116.73913043478261
1116,333,302,10,120.0
1117,333,302,11,120.0
1118,333,302,12,120.0
1119,333,302,13,120.0
1120,333,302,14,120.0
1121,333,302,15,120.0
1122,333,302,16,106.19499568593615
1123,333,302,17,102.07670232194104
1124,333,302,18,108.56970063501663
1125,333,302,19,106.47977288857345
1126,333,302,20,63.80021715526602
1127,333,302,21,61.254275940706954
1128,333,302,22,61.50170648464164
1129,333,302,23,61.0459587955626
1131,333,496,1,82.3974255832663
1132,333,496,2,60.0
1133,333,496,5,90.75068243858053
1134,333,496,6,94.98109130199892
1135,333,496,7,102.38224767358625
1136,333,496,8,102.46393191942025
1137,333,496,9,102.62169413568417
1138,333,496,10,101.56874440799284
1139,333,496,11,100.97585597711786
1140,333,496,12,100.61020862538138
