Incident Number,Day,Month,Hour,Lat,Long
16-0032828,11,Wednesday,May,42.335503,-71.097175
16-0032829,11,Wednesday,May,42.2723208,-71.0869953
16-0032830,12,Wednesday,May,42.358119,-71.0498058910595
16-0032831,12,Wednesday,May,42.329009,-71.086067
16-0032832,12,Wednesday,May,42.318365,-71.109368
16-0032833,12,Wednesday,May,,
16-0032834,12,Wednesday,May,42.3678588,-71.0649383
16-0032836,12,Wednesday,May,42.2973205,-71.0744952
16-0032837,12,Wednesday,May,,
16-0032839,12,Wednesday,May,42.323178,-71.087707
16-0032843,12,Wednesday,May,,
16-0032848,13,Wednesday,May,,
16-0032849,13,Wednesday,May,,
16-0032853,13,Wednesday,May,42.3436979,-71.0973964
16-0032857,14,Wednesday,May,42.3541956,-71.0539964
16-0032859,14,Wednesday,May,32.702477,-97.094555
16-0032861,14,Wednesday,May,,
16-0032864,14,Wednesday,May,42.3350044,-71.0885753
16-0032865,14,Wednesday,May,44.0799351,4.9731314
16-0032866,14,Wednesday,May,42.315513,-71.098269
16-0032867,14,Wednesday,May,42.315513,-71.098269
16-0032869,14,Wednesday,May,42.3345126,-71.1054205
16-0032870,14,Wednesday,May,53.0344111,-0.0300582
16-0032871,14,Wednesday,May,42.3750712,-71.0307850849141
16-0032872,15,Wednesday,May,42.342278,-71.105358
16-0032873,15,Wednesday,May,41.212017,-81.494956
16-0032874,15,Wednesday,May,42.271011,-71.080542
16-0032875,15,Wednesday,May,42.313129,-71.095359
16-0032876,15,Wednesday,May,,
16-0032877,15,Wednesday,May,42.3335133,-71.098353
16-0032878,15,Wednesday,May,,
16-0032879,15,Wednesday,May,42.3541956,-71.0539964
16-0032880,15,Wednesday,May,42.315513,-71.098269
16-0032888,16,Wednesday,May,42.337783,-71.1051413
16-0032892,16,Wednesday,May,42.28564865,-71.1529852631697
16-0032894,16,Wednesday,May,42.3501019,-71.0596026
16-0032895,17,Wednesday,May,42.40431805,-71.0371990926149
16-0032896,17,Wednesday,May,42.288629,-71.077269
16-0032897,17,Wednesday,May,42.270736,-71.119167
16-0032899,17,Wednesday,May,42.354588,-71.053276
16-0032900,17,Wednesday,May,42.303993,-71.143983
16-0032901,17,Wednesday,May,42.2927322,-71.0986028
16-0032902,17,Wednesday,May,38.5442908,-76.0840934
16-0032904,17,Wednesday,May,,
16-0032906,18,Wednesday,May,,
16-0032908,18,Wednesday,May,,
16-0032909,18,Wednesday,May,42.2973205,-71.0744952
16-0032912,18,Wednesday,May,42.3329472,-71.0490302
16-0032917,19,Wednesday,May,42.31306605,-71.1159228827303
16-0032918,19,Wednesday,May,,
16-0032919,19,Wednesday,May,,
16-0032920,19,Wednesday,May,42.2853759,-71.1567196
16-0032921,19,Wednesday,May,42.3657662,-71.0542579
16-0032922,19,Wednesday,May,,
16-0032923,19,Wednesday,May,42.2868833,-71.1300032
16-0032924,19,Wednesday,May,,
16-0032925,19,Wednesday,May,45.3217424,-66.0050174
16-0032926,19,Wednesday,May,42.3573374,-71.0549013
16-0032927,19,Wednesday,May,42.308936,-71.108032
16-0032928,19,Wednesday,May,42.313557,-71.106204
16-0032929,19,Wednesday,May,,
16-0032932,20,Wednesday,May,42.3604823,-71.0595678
16-0032934,20,Wednesday,May,,
16-0032936,20,Wednesday,May,50.7111314,-2.4398486
16-0032938,20,Wednesday,May,42.317882,-71.081988
16-0032939,20,Wednesday,May,42.283222,-71.111499
16-0032940,20,Wednesday,May,,
16-0032941,20,Wednesday,May,42.290356,-71.167967
16-0032943,21,Wednesday,May,42.311856,-71.111399
16-0032944,21,Wednesday,May,,
16-0032947,21,Wednesday,May,42.3659928,-71.0661327
16-0032949,21,Wednesday,May,42.7222306,-87.902519
16-0032951,22,Wednesday,May,33.1398875,-80.3942635
16-0032953,22,Wednesday,May,53.0344111,-0.0300582
16-0032954,22,Wednesday,May,42.3604823,-71.0595678
16-0032955,22,Wednesday,May,52.9379621,-0.1680792
16-0032956,22,Wednesday,May,42.295027,-71.069205
16-0032957,22,Wednesday,May,53.0344111,-0.0300582
16-0032958,22,Wednesday,May,-34.6141507,-58.5087221
16-0032959,22,Wednesday,May,14.2797483,120.9732905
16-0032960,23,Wednesday,May,42.292448,-71.073178
16-0032961,23,Wednesday,May,-34.6141507,-58.5087221
16-0032962,23,Wednesday,May,42.3544748,-71.0575321
16-0032963,23,Wednesday,May,42.3547363,-71.0579809
16-0032965,23,Wednesday,May,,
16-0032967,23,Wednesday,May,,
16-0032969,23,Wednesday,May,42.302511,-71.068503
16-0032970,23,Wednesday,May,42.3480331,-71.0369182
16-0032971,0,Thursday,May,42.3397316,-71.070808
16-0032974,0,Thursday,May,14.2797483,120.9732905
16-0032976,0,Thursday,May,42.3125982,-71.0578282
16-0032977,1,Thursday,May,42.285743,-71.071152
16-0032978,1,Thursday,May,42.281801,-71.137141
16-0032987,2,Thursday,May,,
16-0032989,2,Thursday,May,49.2499778,-122.947166
16-0032991,3,Thursday,May,,
16-0032992,3,Thursday,May,42.3461453,-71.0799653
16-0032993,3,Thursday,May,42.3395895,-71.0539852
16-0032995,4,Thursday,May,42.3532509,-71.062796
16-0032997,4,Thursday,May,42.33568,-71.1060436296658
16-0033001,6,Thursday,May,42.234897,-71.13076
16-0033002,6,Thursday,May,42.319779,-71.079528
16-0033003,6,Thursday,May,,
16-0033004,6,Thursday,May,42.3334134,-71.1543191
16-0033006,7,Thursday,May,42.323852,-71.094532
16-0033008,7,Thursday,May,42.3334134,-71.1543191
16-0033011,7,Thursday,May,42.3357813,-71.0999755
16-0033012,8,Thursday,May,42.3016751,-71.1086524
16-0033014,8,Thursday,May,,
16-0033016,8,Thursday,May,42.3500548,-71.0774775
16-0033018,8,Thursday,May,,
16-0033021,8,Thursday,May,42.7222306,-87.902519
16-0033022,8,Thursday,May,42.3480331,-71.0369182
16-0033025,9,Thursday,May,,
16-0033026,9,Thursday,May,42.3504953,-71.0686605
16-0033029,9,Thursday,May,42.332576,-71.09467
16-0033030,9,Thursday,May,,
16-0033031,9,Thursday,May,,
16-0033032,9,Thursday,May,42.345846,-71.070432
16-0033035,9,Thursday,May,,
16-0033036,9,Thursday,May,,
16-0033037,9,Thursday,May,39.5545426,-77.7036034
16-0033040,10,Thursday,May,14.5879878,120.9677966
16-0033043,10,Thursday,May,42.286318,-71.1375853
16-0033044,10,Thursday,May,42.3335133,-71.098353
16-0033045,10,Thursday,May,42.334464,-71.096537
16-0033046,10,Thursday,May,,
16-0033047,10,Thursday,May,42.336513,-71.034232
16-0033048,10,Thursday,May,,
16-0033050,10,Thursday,May,42.2792649,-71.1494972
16-0033055,11,Thursday,May,42.293693,-71.11907
16-0033057,11,Thursday,May,42.315564,-71.094553
16-0033059,11,Thursday,May,44.104196,-72.801255
16-0033060,11,Thursday,May,42.3318047,-71.0735126
16-0033061,11,Thursday,May,,
16-0033064,12,Thursday,May,42.6838769,-83.5358594
16-0033065,12,Thursday,May,42.3353611,-71.0929213
16-0033067,12,Thursday,May,42.33362075,-71.0726210292434
16-0033069,12,Thursday,May,,
16-0033070,12,Thursday,May,42.2816251,-71.0731554
16-0033071,12,Thursday,May,49.2499778,-122.947166
16-0033073,12,Thursday,May,42.3503105,-71.0798846
16-0033076,13,Thursday,May,33.1398875,-80.3942635
16-0033079,13,Thursday,May,42.331539,-71.107199
16-0033080,13,Thursday,May,42.292987,-71.081442
16-0033083,13,Thursday,May,42.3042649,-71.0744953
16-0033085,13,Thursday,May,42.272786,-71.077255
16-0033086,13,Thursday,May,42.376652,-71.036256
16-0033090,14,Thursday,May,,
16-0033091,14,Thursday,May,42.317196,-71.0649343
16-0033092,14,Thursday,May,42.3503105,-71.0798846
16-0033093,14,Thursday,May,42.362739,-71.0701541
16-0033095,14,Thursday,May,,
16-0033099,14,Thursday,May,42.6289495,-78.7375289
16-0033100,14,Thursday,May,,
16-0033102,15,Thursday,May,,
16-0033103,15,Thursday,May,,
16-0033104,15,Thursday,May,42.3523066,-71.0807705
16-0033105,15,Thursday,May,,
16-0033106,15,Thursday,May,42.3468062,-71.0392626
16-0033108,15,Thursday,May,42.25660185,-71.1269263367248
16-0033109,15,Thursday,May,42.3604823,-71.0595678
16-0033110,15,Thursday,May,42.257214,-71.126874
16-0033112,15,Thursday,May,42.3429019,-71.0574784
16-0033114,16,Thursday,May,42.327541,-71.089916
16-0033115,16,Thursday,May,42.3468292,-71.0496954069473
16-0033116,16,Thursday,May,42.317196,-71.0649343
16-0033117,16,Thursday,May,42.32934435,-71.0522225840544
16-0033118,16,Thursday,May,42.3753571,-71.0628119
16-0033121,16,Thursday,May,42.3473135,-71.0759078
16-0033122,16,Thursday,May,,
16-0033127,17,Thursday,May,42.262002,-71.112383
16-0033128,17,Thursday,May,49.2499778,-122.947166
16-0033129,17,Thursday,May,,
16-0033130,17,Thursday,May,,
16-0033132,17,Thursday,May,42.3604823,-71.0595678
16-0033133,17,Thursday,May,42.3503105,-71.0798846
16-0033134,17,Thursday,May,42.310536,-71.063723
16-0033135,17,Thursday,May,14.2797483,120.9732905
16-0033136,17,Thursday,May,42.2546247,-71.1257073
16-0033138,18,Thursday,May,42.3500548,-71.0774775
16-0033139,18,Thursday,May,42.3659928,-71.0661327
16-0033140,18,Thursday,May,42.258318,-71.125902
16-0033144,18,Thursday,May,42.2723208,-71.0869953
16-0033148,18,Thursday,May,,
16-0033149,18,Thursday,May,,
16-0033152,19,Thursday,May,42.3171276,-71.0653791
16-0033153,19,Thursday,May,,
16-0033155,19,Thursday,May,42.3334134,-71.1543191
16-0033156,19,Thursday,May,42.339219,-71.0355261
16-0033157,19,Thursday,May,,
16-0033159,19,Thursday,May,,
16-0033160,19,Thursday,May,42.315513,-71.098269
16-0033163,20,Thursday,May,42.289209,-71.083456
16-0033165,20,Thursday,May,,
16-0033167,20,Thursday,May,42.319301,-71.107528
16-0033168,20,Thursday,May,42.3432437,-71.0644988
16-0033170,20,Thursday,May,,
16-0033172,20,Thursday,May,42.337921,-71.049408
16-0033176,21,Thursday,May,42.3612244,-71.0516173394871
16-0033178,21,Thursday,May,42.3604823,-71.0595678
16-0033179,21,Thursday,May,,
16-0033180,21,Thursday,May,42.3638781,-71.0629109
16-0033181,21,Thursday,May,,
16-0033183,21,Thursday,May,,
16-0033184,21,Thursday,May,42.32389,-71.14467
16-0033186,22,Thursday,May,53.9093538,-1.3420534
16-0033187,22,Thursday,May,42.2792649,-71.1494972
16-0033188,22,Thursday,May,,
16-0033189,22,Thursday,May,42.339219,-71.0355261
16-0033193,22,Thursday,May,44.104196,-72.801255
16-0033194,22,Thursday,May,,
16-0033195,23,Thursday,May,42.285936,-71.068591
16-0033196,23,Thursday,May,8.4885757,-13.2366549
16-0033206,0,Friday,May,,
16-0033207,0,Friday,May,,
16-0033209,0,Friday,May,42.269645,-71.125557
16-0033212,0,Friday,May,42.3397316,-71.070808
16-0033213,1,Friday,May,52.9161767,-0.1468856
16-0033218,1,Friday,May,42.296214,-71.088613
16-0033219,2,Friday,May,42.34855,-71.0755607
16-0033220,2,Friday,May,42.2866525,-71.1310063
16-0033221,2,Friday,May,,
16-0033224,2,Friday,May,42.3565617,-71.0534199
16-0033225,2,Friday,May,42.317196,-71.0649343
16-0033226,2,Friday,May,42.3582926,-71.0602525
16-0033228,2,Friday,May,42.373003,-71.041188
16-0033229,3,Friday,May,42.292987,-71.081442
16-0033230,3,Friday,May,42.334251,-71.050896
16-0033232,3,Friday,May,42.373003,-71.041188
16-0033233,3,Friday,May,45.6450645,-122.553295544479
16-0033235,4,Friday,May,,
16-0033236,4,Friday,May,,
16-0033238,4,Friday,May,42.2485507,-71.1269559
16-0033240,5,Friday,May,,
16-0033241,5,Friday,May,,
16-0033242,5,Friday,May,42.3485986,-71.0759388
16-0033243,5,Friday,May,42.283222,-71.111499
16-0033246,5,Friday,May,,
16-0033247,6,Friday,May,,
16-0033251,7,Friday,May,42.3058696,-71.0626449
16-0033252,7,Friday,May,,
16-0033255,8,Friday,May,42.269694,-71.117361
16-0033256,8,Friday,May,,
16-0033257,8,Friday,May,10.0136803,-83.2552645
16-0033258,8,Friday,May,42.3428084,-71.0540484
16-0033259,8,Friday,May,,
16-0033261,8,Friday,May,39.5545426,-77.7036034
16-0033264,9,Friday,May,41.6850297,-72.7733413
16-0033267,9,Friday,May,42.293656,-71.080828
16-0033272,9,Friday,May,42.3541956,-71.0539964
16-0033275,10,Friday,May,42.3604823,-71.0595678
16-0033277,10,Friday,May,42.346988,-71.0751345
16-0033283,10,Friday,May,42.3912143,-71.012908
16-0033284,10,Friday,May,,
16-0033285,10,Friday,May,42.3287665,-71.084102
16-0033286,10,Friday,May,42.315513,-71.098269
16-0033287,10,Friday,May,,
16-0033289,11,Friday,May,,
16-0033290,11,Friday,May,42.3287665,-71.084102
16-0033291,11,Friday,May,45.8992863,-64.5170033
16-0033292,11,Friday,May,42.319494,-71.097312
16-0033294,11,Friday,May,,
16-0033295,11,Friday,May,,
16-0033297,11,Friday,May,42.3615456,-71.0571027
16-0033298,11,Friday,May,,
16-0033299,11,Friday,May,,
16-0033301,11,Friday,May,,
16-0033303,11,Friday,May,42.274949,-71.106531
16-0033307,12,Friday,May,42.316676,-71.076456
16-0033311,12,Friday,May,,
16-0033314,12,Friday,May,,
16-0033316,12,Friday,May,42.3480331,-71.0369182
16-0033317,12,Friday,May,,
16-0033318,12,Friday,May,42.270736,-71.119167
16-0033319,12,Friday,May,42.3334312,-71.0439392
16-0033322,12,Friday,May,,
16-0033325,13,Friday,May,49.2499778,-122.947166
16-0033326,13,Friday,May,42.2814941,-71.0475493
16-0033328,13,Friday,May,,
16-0033331,13,Friday,May,42.292773,-71.121393
16-0033336,13,Friday,May,42.3535856,-71.0537968
16-0033337,13,Friday,May,42.3299,-71.079064
16-0033341,13,Friday,May,42.2604243,-71.1581344
16-0033342,14,Friday,May,42.302441,-71.069792
16-0033344,14,Friday,May,42.348744,-71.070742
16-0033345,14,Friday,May,42.313682,-71.07365
16-0033347,14,Friday,May,,
16-0033350,14,Friday,May,,
16-0033354,14,Friday,May,42.2996682,-71.0149625
16-0033356,14,Friday,May,,
16-0033359,14,Friday,May,42.319958,-71.081383
16-0033361,14,Friday,May,42.288097,-71.077468
16-0033364,15,Friday,May,42.3554005,-71.0637636
16-0033365,15,Friday,May,,
16-0033367,15,Friday,May,42.373003,-71.041188
16-0033368,15,Friday,May,42.295386,-71.070547
16-0033369,15,Friday,May,42.32934435,-71.0522225840544
16-0033371,15,Friday,May,42.320842,-71.114077
16-0033373,15,Friday,May,42.310371,-71.063569
16-0033377,16,Friday,May,42.2862,-71.05499
16-0033380,16,Friday,May,42.3665693,-71.0601675
16-0033381,16,Friday,May,42.3436979,-71.0973964
16-0033385,16,Friday,May,,
16-0033386,16,Friday,May,42.3416526,-71.0572844
16-0033387,16,Friday,May,42.3283893,-71.092394
16-0033389,16,Friday,May,,
16-0033391,17,Friday,May,42.3587085,-71.067829
16-0033394,17,Friday,May,42.315143,-71.095825
16-0033395,17,Friday,May,42.3416526,-71.0572844
16-0033396,17,Friday,May,42.336831,-71.075125
16-0033402,18,Friday,May,,
16-0033403,18,Friday,May,42.2870296,-71.0937226
16-0033404,18,Friday,May,42.3529947,-71.0646278
16-0033405,18,Friday,May,42.3719372,-71.0381609
16-0033406,18,Friday,May,42.288097,-71.077468
16-0033409,18,Friday,May,42.28559355,-71.1533031163637
16-0033410,18,Friday,May,39.5545426,-77.7036034
16-0033411,18,Friday,May,43.2494702,-89.6749947
16-0033412,18,Friday,May,,
16-0033416,18,Friday,May,,
16-0033417,18,Friday,May,42.365024,-71.055501
16-0033419,18,Friday,May,39.7415986,-84.8512012
16-0033420,18,Friday,May,39.5545426,-77.7036034
16-0033421,18,Friday,May,14.2797483,120.9732905
16-0033423,19,Friday,May,,
16-0033429,19,Friday,May,,
16-0033431,19,Friday,May,42.309857,-71.061678
16-0033435,19,Friday,May,42.294995,-71.07448
16-0033436,19,Friday,May,42.295386,-71.070547
16-0033437,19,Friday,May,42.3325159,-71.0718736
16-0033438,20,Friday,May,49.2499778,-122.947166
16-0033440,20,Friday,May,42.3503105,-71.0798846
16-0033441,20,Friday,May,42.3612244,-71.0516173394871
16-0033442,20,Friday,May,,
16-0033444,20,Friday,May,42.3318602,-71.0507707
16-0033447,21,Friday,May,39.7415986,-84.8512012
16-0033448,21,Friday,May,42.3437628,-71.0821882
16-0033452,21,Friday,May,,
16-0033453,21,Friday,May,,
16-0033454,21,Friday,May,52.9500834,-0.0310881
16-0033457,21,Friday,May,40.275467,-74.758748
16-0033458,21,Friday,May,42.2977419,-71.0727774
16-0033459,21,Friday,May,30.79545,-83.797096
16-0033461,22,Friday,May,42.3429019,-71.0574784
16-0033463,22,Friday,May,42.2713409,-71.1046549
16-0033464,22,Friday,May,42.347664,-71.0730394
16-0033468,22,Friday,May,,
16-0033470,22,Friday,May,,
16-0033472,23,Friday,May,42.283222,-71.111499
16-0033475,23,Friday,May,,
16-0033476,23,Friday,May,42.3304188,-71.0841569
16-0033477,23,Friday,May,42.327412,-71.080625
16-0033479,23,Friday,May,,
16-0033482,0,Saturday,May,42.324963,-71.112186
16-0033484,0,Saturday,May,42.3354147,-71.0875747
16-0033486,1,Saturday,May,,
16-0033490,1,Saturday,May,10.0136803,-83.2552645
16-0033491,1,Saturday,May,,
16-0033492,2,Saturday,May,42.3199571,-71.1117076
16-0033496,2,Saturday,May,42.283222,-71.111499
16-0033499,2,Saturday,May,,
16-0033500,2,Saturday,May,42.287379,-71.1315071041818
16-0033501,3,Saturday,May,42.3544748,-71.0575321
16-0033506,4,Saturday,May,42.3180343,-71.0659414
16-0033508,4,Saturday,May,42.3621936,-71.0669926
16-0033509,5,Saturday,May,,
16-0033511,5,Saturday,May,,
16-0033514,6,Saturday,May,,
16-0033515,6,Saturday,May,42.345657,-71.072746
16-0033518,7,Saturday,May,-33.4399735,-70.7449286
16-0033519,7,Saturday,May,,
16-0033520,7,Saturday,May,,
16-0033525,8,Saturday,May,42.304017,-71.064578
16-0033527,8,Saturday,May,,
16-0033532,9,Saturday,May,,
16-0033533,9,Saturday,May,42.331447,-71.109947
16-0033537,10,Saturday,May,42.2951131,-71.0804986
16-0033538,10,Saturday,May,42.3346495,-71.0732123032609
16-0033541,10,Saturday,May,,
16-0033545,10,Saturday,May,,
16-0033546,10,Saturday,May,,
16-0033549,11,Saturday,May,,
16-0033552,11,Saturday,May,42.315513,-71.098269
16-0033553,11,Saturday,May,42.3604823,-71.0595678
16-0033554,11,Saturday,May,,
16-0033555,11,Saturday,May,,
16-0033556,11,Saturday,May,,
16-0033557,11,Saturday,May,42.36003365,-71.0634749752888
16-0033565,12,Saturday,May,42.291574,-71.073502
16-0033566,12,Saturday,May,,
16-0033567,12,Saturday,May,42.293171,-71.096321
16-0033569,12,Saturday,May,42.315513,-71.098269
16-0033570,12,Saturday,May,,
16-0033571,12,Saturday,May,42.3604823,-71.0595678
16-0033575,12,Saturday,May,42.3397131,-71.0558619
16-0033577,12,Saturday,May,42.293171,-71.096321
16-0033578,13,Saturday,May,42.3397131,-71.0558619
16-0033580,13,Saturday,May,42.3540492,-71.0540172
16-0033582,13,Saturday,May,42.3604823,-71.0595678
16-0033587,14,Saturday,May,42.2514877,-71.1147738
16-0033589,14,Saturday,May,,
16-0033590,14,Saturday,May,40.881358,-74.6615222
16-0033591,14,Saturday,May,42.3429019,-71.0574784
16-0033592,14,Saturday,May,,
16-0033593,14,Saturday,May,37.5025632,-77.4685332
16-0033594,14,Saturday,May,42.319779,-71.079528
16-0033595,14,Saturday,May,42.9908333,-80.2705126
16-0033597,14,Saturday,May,42.308878,-71.10245
16-0033598,14,Saturday,May,42.3356851,-71.0828233
16-0033600,14,Saturday,May,42.3482674,-71.0974195
16-0033601,14,Saturday,May,42.3248426,-71.0950158
16-0033602,14,Saturday,May,42.288943,-71.060189
16-0033604,15,Saturday,May,42.2995927,-71.1017299
16-0033607,15,Saturday,May,42.3374108,-71.0718804
16-0033609,15,Saturday,May,42.3356851,-71.0828233
16-0033610,15,Saturday,May,,
16-0033611,15,Saturday,May,42.3482674,-71.0974195
16-0033614,15,Saturday,May,,
16-0033615,15,Saturday,May,42.3653751,-71.0675513
16-0033616,15,Saturday,May,42.3475656,-71.0851921
16-0033617,15,Saturday,May,42.3619187,-71.0701194
16-0033618,15,Saturday,May,42.3598196,-71.0661623
16-0033619,16,Saturday,May,39.5545426,-77.7036034
16-0033623,16,Saturday,May,,
16-0033626,16,Saturday,May,42.3593398,-71.0535429
16-0033627,16,Saturday,May,42.309276,-71.094059
16-0033628,16,Saturday,May,32.8548986,-80.0229391
16-0033632,17,Saturday,May,,
16-0033633,17,Saturday,May,,
16-0033640,18,Saturday,May,,
16-0033642,18,Saturday,May,42.3325159,-71.0718736
16-0033644,18,Saturday,May,42.3318047,-71.0735126
16-0033646,19,Saturday,May,,
16-0033647,19,Saturday,May,,
16-0033648,19,Saturday,May,54.8769036,-6.2762575
16-0033650,19,Saturday,May,,
16-0033652,20,Saturday,May,42.41321,-82.956078
16-0033654,20,Saturday,May,42.3470278,-71.0922309
16-0033656,20,Saturday,May,42.330873,-71.107315
16-0033658,20,Saturday,May,42.281363,-71.089739
16-0033659,20,Saturday,May,40.8902279,-77.7803016
16-0033661,21,Saturday,May,42.313793,-71.057083
16-0033662,21,Saturday,May,42.301688,-71.167916
16-0033663,21,Saturday,May,,
16-0033666,21,Saturday,May,42.347664,-71.0730394
16-0033667,21,Saturday,May,42.281532,-71.062556
16-0033668,21,Saturday,May,42.3483133,-71.0786322
16-0033669,21,Saturday,May,42.3587017,-71.0628791
16-0033670,21,Saturday,May,,
16-0033671,22,Saturday,May,42.32389,-71.14467
16-0033673,22,Saturday,May,42.32744,-71.13142
16-0033674,22,Saturday,May,33.1398875,-80.3942635
16-0033676,22,Saturday,May,42.3353611,-71.0929213
16-0033678,22,Saturday,May,54.8769036,-6.2762575
16-0033679,22,Saturday,May,42.317196,-71.0649343
16-0033680,22,Saturday,May,42.2723208,-71.0869953
16-0033681,22,Saturday,May,42.330598,-71.100964
16-0033682,22,Saturday,May,,
16-0033683,22,Saturday,May,42.2834319,-71.0689393
16-0033685,22,Saturday,May,42.26796,-71.106508
16-0033686,23,Saturday,May,42.34064525,-71.0365092082855
16-0033687,23,Saturday,May,,
16-0033689,23,Saturday,May,,
16-0033692,23,Saturday,May,37.9997955,-86.0107981
16-0033693,23,Saturday,May,42.2723208,-71.0869953
16-0033694,23,Saturday,May,42.3324509,-71.0736433
16-0033696,0,Sunday,May,42.3500548,-71.0774775
16-0033697,0,Sunday,May,42.332001,-71.1120662
16-0033699,0,Sunday,May,42.3475844,-71.065728
16-0033700,0,Sunday,May,42.332001,-71.1120662
16-0033701,0,Sunday,May,42.3482674,-71.0974195
16-0033704,0,Sunday,May,42.2951131,-71.0804986
16-0033705,0,Sunday,May,41.397606,-96.209458
16-0033706,1,Sunday,May,42.332001,-71.1120662
16-0033708,1,Sunday,May,,
16-0033709,2,Sunday,May,,
16-0033712,2,Sunday,May,42.387616,-71.012992
16-0033714,2,Sunday,May,42.387616,-71.012992
16-0033715,2,Sunday,May,42.3582926,-71.0602525
16-0033717,3,Sunday,May,42.278707,-71.079751
16-0033719,3,Sunday,May,42.347664,-71.0730394
16-0033721,4,Sunday,May,36.9281548,-82.6540466
16-0033723,4,Sunday,May,42.3389463,-71.0924369
16-0033725,5,Sunday,May,42.3374108,-71.0718804
16-0033726,5,Sunday,May,42.2733015,-71.0641309
16-0033728,6,Sunday,May,39.5545426,-77.7036034
16-0033729,6,Sunday,May,39.5545426,-77.7036034
16-0033730,6,Sunday,May,42.301591,-71.070419
16-0033731,6,Sunday,May,,
16-0033734,7,Sunday,May,42.2733015,-71.0641309
16-0033735,7,Sunday,May,42.3455232,-71.0748608
16-0033736,7,Sunday,May,42.3429019,-71.0574784
16-0033740,8,Sunday,May,42.3866892,-71.0068424
16-0033742,8,Sunday,May,42.3866892,-71.0068424
16-0033743,8,Sunday,May,,
16-0033744,8,Sunday,May,42.3524074,-71.0585065
16-0033745,8,Sunday,May,,
16-0033751,10,Sunday,May,37.46737,-77.4747069
16-0033752,10,Sunday,May,42.327818,-71.0971633
16-0033753,10,Sunday,May,,
16-0033754,10,Sunday,May,42.3482674,-71.0974195
16-0033755,10,Sunday,May,42.285249,-71.115469
16-0033756,10,Sunday,May,14.2797483,120.9732905
16-0033758,10,Sunday,May,,
16-0033765,11,Sunday,May,42.274091,-71.099583
16-0033766,11,Sunday,May,42.284302,-71.074194
16-0033769,11,Sunday,May,42.4049551,-71.0046894
16-0033770,11,Sunday,May,,
16-0033771,11,Sunday,May,,
16-0033774,12,Sunday,May,42.3500548,-71.0774775
16-0033781,12,Sunday,May,,
16-0033784,13,Sunday,May,42.318365,-71.109368
16-0033785,13,Sunday,May,42.3319603,-71.1120478
16-0033788,13,Sunday,May,,
16-0033790,13,Sunday,May,42.3610197,-71.0677814
16-0033792,14,Sunday,May,42.3429019,-71.0574784
16-0033793,14,Sunday,May,,
16-0033797,14,Sunday,May,42.3464814,-71.0814679462404
16-0033800,14,Sunday,May,,
16-0033801,14,Sunday,May,,
16-0033805,15,Sunday,May,,
16-0033806,15,Sunday,May,42.333822,-71.07014
16-0033807,15,Sunday,May,,
16-0033809,15,Sunday,May,14.2797483,120.9732905
16-0033812,15,Sunday,May,42.321045,-71.106676
16-0033814,15,Sunday,May,41.2749005,-72.4766958
16-0033815,16,Sunday,May,,
16-0033816,16,Sunday,May,42.3523573,-71.0590353
16-0033819,16,Sunday,May,,
16-0033823,16,Sunday,May,42.3475844,-71.065728
16-0033824,16,Sunday,May,42.2556688,-71.1434914
16-0033825,17,Sunday,May,,
16-0033826,17,Sunday,May,42.3639593,-71.0302454
16-0033827,17,Sunday,May,,
16-0033828,17,Sunday,May,,
16-0033829,17,Sunday,May,,
16-0033830,17,Sunday,May,,
16-0033831,17,Sunday,May,42.27682,-71.095213
16-0033832,17,Sunday,May,42.3080665,-71.0625902
16-0033833,17,Sunday,May,42.257569,-71.145885
16-0033834,17,Sunday,May,,
16-0033835,17,Sunday,May,42.315584,-71.075024
16-0033836,17,Sunday,May,42.3436979,-71.0973964
16-0033839,18,Sunday,May,42.323178,-71.087707
16-0033840,18,Sunday,May,42.378856,-71.032359
16-0033842,18,Sunday,May,,
16-0033845,18,Sunday,May,,
16-0033846,18,Sunday,May,42.3604823,-71.0595678
16-0033848,19,Sunday,May,42.3122431,-71.1158014299915
16-0033849,19,Sunday,May,42.3587085,-71.067829
16-0033850,19,Sunday,May,,
16-0033852,19,Sunday,May,42.2861038,-71.0455287
16-0033853,19,Sunday,May,,
16-0033854,19,Sunday,May,,
16-0033856,19,Sunday,May,42.3333985,-71.0977789
16-0033857,19,Sunday,May,42.3264182,-71.1002378
16-0033858,19,Sunday,May,42.3604823,-71.0595678
16-0033860,19,Sunday,May,42.3719372,-71.0381609
16-0033861,19,Sunday,May,42.3719372,-71.0381609
16-0033862,19,Sunday,May,42.316429,-71.068712
16-0033864,20,Sunday,May,,
16-0033865,20,Sunday,May,42.328017,-71.0549687
16-0033866,20,Sunday,May,42.378856,-71.032359
16-0033867,20,Sunday,May,,
16-0033868,20,Sunday,May,42.28564215,-71.1532315272231
16-0033872,20,Sunday,May,42.336513,-71.034232
16-0033873,20,Sunday,May,42.3346495,-71.0732123032609
16-0033876,21,Sunday,May,42.307951,-71.118788
16-0033879,21,Sunday,May,42.309857,-71.061678
16-0033880,21,Sunday,May,33.1398875,-80.3942635
16-0033881,21,Sunday,May,42.3428628,-71.0969883
16-0033882,21,Sunday,May,42.2834319,-71.0689393
16-0033884,21,Sunday,May,42.3587085,-71.067829
16-0033885,21,Sunday,May,42.3334134,-71.1543191
