Incident Number,Day,Month,Hour,Lat,Long
16-0006017,23,Friday,January,42.3042649,-71.0744953
16-0006019,0,Saturday,January,42.3866892,-71.0068424
16-0006020,0,Saturday,January,42.3003827,-71.0624746
16-0006022,0,Saturday,January,33.0054476,-80.3262089
16-0006025,1,Saturday,January,42.33568,-71.1060436296658
16-0006027,1,Saturday,January,42.381975,-71.039296
16-0006029,2,Saturday,January,42.3019908,-71.1151499
16-0006030,2,Saturday,January,42.308936,-71.108032
16-0006032,2,Saturday,January,,
16-0006035,2,Saturday,January,42.3598196,-71.0661623
16-0006041,2,Saturday,January,,
16-0006043,3,Saturday,January,42.3466198,-71.0645912
16-0006045,3,Saturday,January,42.333621,-71.045582
16-0006047,3,Saturday,January,42.374057,-71.0373709
16-0006048,3,Saturday,January,33.1398875,-80.3942635
16-0006049,3,Saturday,January,,
16-0006051,4,Saturday,January,42.3428628,-71.0969883
16-0006054,5,Saturday,January,42.3417436,-71.0906399
16-0006056,6,Saturday,January,,
16-0006057,6,Saturday,January,42.32744,-71.13142
16-0006059,6,Saturday,January,,
16-0006061,7,Saturday,January,42.339219,-71.0355261
16-0006068,8,Saturday,January,42.317768,-71.097403
16-0006069,8,Saturday,January,42.3012981,-71.1125139
16-0006070,8,Saturday,January,42.32744,-71.13142
16-0006071,8,Saturday,January,42.315513,-71.098269
16-0006074,8,Saturday,January,42.3432437,-71.0644988
16-0006075,8,Saturday,January,42.332001,-71.1120662
16-0006076,8,Saturday,January,42.317196,-71.0649343
16-0006077,9,Saturday,January,42.3584119,-71.0544476583984
16-0006078,9,Saturday,January,42.317196,-71.0649343
16-0006080,9,Saturday,January,42.306269,-71.078567
16-0006081,9,Saturday,January,42.331409,-71.035393
16-0006084,9,Saturday,January,42.2713823,-71.0681607
16-0006088,9,Saturday,January,42.33568,-71.1060436296658
16-0006096,10,Saturday,January,42.3199571,-71.1117076
16-0006098,10,Saturday,January,42.3319603,-71.1120478
16-0006099,10,Saturday,January,53.0344111,-0.0300582
16-0006100,11,Saturday,January,,
16-0006103,11,Saturday,January,,
16-0006105,11,Saturday,January,42.3345126,-71.1054205
16-0006106,11,Saturday,January,,
16-0006108,11,Saturday,January,42.3110911,-71.0566242
16-0006109,11,Saturday,January,42.2862098,-71.0453276
16-0006111,11,Saturday,January,42.3397554,-71.1049218220988
16-0006112,11,Saturday,January,42.3122404,-71.113302695131
16-0006113,11,Saturday,January,42.3397554,-71.1049218220988
16-0006115,11,Saturday,January,42.3332728,-71.0258987
16-0006118,12,Saturday,January,42.281801,-71.137141
16-0006120,12,Saturday,January,42.3384497,-71.1059755
16-0006122,12,Saturday,January,42.324963,-71.112186
16-0006123,12,Saturday,January,,
16-0006124,12,Saturday,January,,
16-0006125,12,Saturday,January,42.310015,-71.100574
16-0006129,13,Saturday,January,42.2826604,-71.0562273
16-0006130,13,Saturday,January,14.2797483,120.9732905
16-0006131,13,Saturday,January,42.905362,-71.682399
16-0006133,13,Saturday,January,42.2705015,-71.1006247
16-0006135,13,Saturday,January,,
16-0006138,14,Saturday,January,,
16-0006140,14,Saturday,January,,
16-0006142,14,Saturday,January,,
16-0006143,14,Saturday,January,,
16-0006144,14,Saturday,January,,
16-0006145,14,Saturday,January,42.3003827,-71.0624746
16-0006150,15,Saturday,January,42.316214,-71.111083
16-0006151,15,Saturday,January,42.349579,-71.062951
16-0006157,15,Saturday,January,,
16-0006159,15,Saturday,January,,
16-0006161,16,Saturday,January,,
16-0006162,16,Saturday,January,42.28736575,-71.1311686201501
16-0006163,16,Saturday,January,,
16-0006164,16,Saturday,January,,
16-0006165,16,Saturday,January,42.315513,-71.098269
16-0006167,16,Saturday,January,42.324592,-71.08207
16-0006168,16,Saturday,January,39.5545426,-77.7036034
16-0006169,17,Saturday,January,,
16-0006170,17,Saturday,January,44.104196,-72.801255
16-0006171,17,Saturday,January,42.312832,-71.064752
16-0006172,17,Saturday,January,32.97214,-80.172089
16-0006175,17,Saturday,January,42.3401698,-71.0686409
16-0006176,17,Saturday,January,42.3664741,-71.0546855
16-0006179,17,Saturday,January,,
16-0006181,17,Saturday,January,42.2723208,-71.0869953
16-0006182,17,Saturday,January,42.3317337,-71.0858055
16-0006183,17,Saturday,January,,
16-0006184,17,Saturday,January,42.363938,-71.055132
16-0006190,18,Saturday,January,42.2713409,-71.1046549
16-0006192,18,Saturday,January,42.306269,-71.078567
16-0006193,18,Saturday,January,42.331447,-71.109947
16-0006194,18,Saturday,January,42.3324509,-71.0736433
16-0006196,18,Saturday,January,42.34855,-71.0755607
16-0006199,19,Saturday,January,42.3587017,-71.0628791
16-0006200,19,Saturday,January,42.3463978,-71.0882262
16-0006203,19,Saturday,January,42.3403161,-71.0692782
16-0006207,20,Saturday,January,,
16-0006209,20,Saturday,January,42.342247,-71.069522
16-0006210,20,Saturday,January,-27.4952134,-58.8115723
16-0006211,20,Saturday,January,42.315524,-71.095197
16-0006217,20,Saturday,January,42.3403161,-71.0692782
16-0006218,21,Saturday,January,42.3324509,-71.0736433
16-0006219,21,Saturday,January,42.315524,-71.095197
16-0006220,21,Saturday,January,42.292149,-71.067607
16-0006221,21,Saturday,January,42.3348931,-71.0884934
16-0006224,22,Saturday,January,42.3318047,-71.0735126
16-0006225,22,Saturday,January,42.3315765,-71.0751915
16-0006226,22,Saturday,January,42.3604823,-71.0595678
16-0006229,22,Saturday,January,42.334949,-71.074928
16-0006230,23,Saturday,January,42.3199571,-71.1117076
16-0006231,23,Saturday,January,42.3315765,-71.0751915
16-0006232,23,Saturday,January,,
16-0006234,23,Saturday,January,,
16-0006235,23,Saturday,January,,
16-0006236,23,Saturday,January,,
16-0006238,0,Sunday,January,42.3443563,-71.1012841
16-0006240,0,Sunday,January,42.3511204,-71.0868025
16-0006242,0,Sunday,January,42.294817,-71.05132
16-0006243,0,Sunday,January,,
16-0006244,0,Sunday,January,42.2853276,-71.1536977708592
16-0006246,0,Sunday,January,42.262002,-71.112383
16-0006247,0,Sunday,January,14.2797483,120.9732905
16-0006250,1,Sunday,January,,
16-0006253,2,Sunday,January,42.3429019,-71.0574784
16-0006254,2,Sunday,January,,
16-0006255,2,Sunday,January,14.2797483,120.9732905
16-0006256,2,Sunday,January,42.3436979,-71.0973964
16-0006257,3,Sunday,January,14.2797483,120.9732905
16-0006258,3,Sunday,January,,
16-0006259,3,Sunday,January,42.3003827,-71.0624746
16-0006261,3,Sunday,January,41.212017,-81.494956
16-0006265,5,Sunday,January,42.3436979,-71.0973964
16-0006266,6,Sunday,January,,
16-0006268,7,Sunday,January,42.392769,-71.008986
16-0006271,7,Sunday,January,42.3170628,-71.06521
16-0006272,8,Sunday,January,,
16-0006274,8,Sunday,January,42.280333,-71.075467
16-0006275,8,Sunday,January,42.2723208,-71.0869953
16-0006278,8,Sunday,January,,
16-0006279,9,Sunday,January,33.1398875,-80.3942635
16-0006281,9,Sunday,January,42.3429019,-71.0574784
16-0006282,9,Sunday,January,42.294817,-71.05132
16-0006286,9,Sunday,January,,
16-0006289,10,Sunday,January,42.374057,-71.0373709
16-0006290,10,Sunday,January,,
16-0006291,10,Sunday,January,52.9500834,-0.0310881
16-0006292,10,Sunday,January,42.3042649,-71.0744953
16-0006294,10,Sunday,January,,
16-0006295,11,Sunday,January,,
16-0006296,11,Sunday,January,,
16-0006297,11,Sunday,January,42.392769,-71.008986
16-0006300,11,Sunday,January,,
16-0006303,11,Sunday,January,42.290743,-71.085028
16-0006304,11,Sunday,January,42.3345126,-71.1054205
16-0006305,11,Sunday,January,,
16-0006306,11,Sunday,January,,
16-0006307,12,Sunday,January,42.3866892,-71.0068424
16-0006308,12,Sunday,January,42.3480331,-71.0369182
16-0006314,12,Sunday,January,50.645417,-3.3885899
16-0006315,12,Sunday,January,39.5545426,-77.7036034
16-0006316,12,Sunday,January,42.3042649,-71.0744953
16-0006318,12,Sunday,January,42.3604823,-71.0595678
16-0006320,12,Sunday,January,,
16-0006321,12,Sunday,January,42.3553989,-71.0592831
16-0006322,12,Sunday,January,,
16-0006323,13,Sunday,January,,
16-0006325,13,Sunday,January,42.3304464,-71.0461773
16-0006328,13,Sunday,January,41.397606,-96.209458
16-0006329,13,Sunday,January,,
16-0006330,13,Sunday,January,42.2713823,-71.0681607
16-0006331,14,Sunday,January,42.32995675,-71.1043644520775
16-0006332,14,Sunday,January,39.2652018,-77.0379189
16-0006335,14,Sunday,January,,
16-0006337,14,Sunday,January,42.35422345,-71.0514928986113
16-0006339,15,Sunday,January,42.32995675,-71.1043644520775
16-0006340,15,Sunday,January,39.5545426,-77.7036034
16-0006341,15,Sunday,January,42.257214,-71.126874
16-0006342,15,Sunday,January,42.31102,-71.047427
16-0006343,15,Sunday,January,42.257569,-71.145885
16-0006344,15,Sunday,January,42.3331684,-71.0917737
16-0006346,15,Sunday,January,42.297569,-71.068762
16-0006349,16,Sunday,January,42.2885714,-71.0942733
16-0006350,16,Sunday,January,42.3500548,-71.0774775
16-0006351,16,Sunday,January,42.9908333,-80.2705126
16-0006353,16,Sunday,January,,
16-0006356,16,Sunday,January,42.3319603,-71.1120478
16-0006358,17,Sunday,January,42.3182467,-71.0426228
16-0006360,17,Sunday,January,,
16-0006361,17,Sunday,January,42.31461,-71.088331
16-0006362,17,Sunday,January,42.3436979,-71.0973964
16-0006363,17,Sunday,January,,
16-0006364,17,Sunday,January,37.119743,-94.86807
16-0006368,17,Sunday,January,,
16-0006371,18,Sunday,January,42.3325159,-71.0718736
16-0006372,18,Sunday,January,,
16-0006378,19,Sunday,January,,
16-0006379,19,Sunday,January,42.3158007,-71.0637125
16-0006380,19,Sunday,January,42.327541,-71.089916
16-0006381,19,Sunday,January,,
16-0006382,19,Sunday,January,42.266258,-71.119589
16-0006384,19,Sunday,January,41.397606,-96.209458
16-0006385,19,Sunday,January,,
16-0006386,19,Sunday,January,33.1398875,-80.3942635
16-0006388,19,Sunday,January,42.3339913,-71.0973446
16-0006389,19,Sunday,January,,
16-0006390,20,Sunday,January,42.290356,-71.167967
16-0006394,20,Sunday,January,,
16-0006396,20,Sunday,January,42.2556688,-71.1434914
16-0006399,21,Sunday,January,42.3248426,-71.0950158
16-0006402,21,Sunday,January,42.2705015,-71.1006247
16-0006408,22,Sunday,January,,
16-0006409,23,Sunday,January,42.3397131,-71.0558619
16-0006413,23,Sunday,January,42.292764,-71.055863
16-0006414,23,Sunday,January,42.300453,-71.069558
16-0006415,0,Monday,February,42.3604823,-71.0595678
16-0006417,0,Monday,February,42.378856,-71.032359
16-0006419,1,Monday,February,42.268764,-71.128317
16-0006421,1,Monday,February,42.354588,-71.053276
16-0006425,1,Monday,February,39.5545426,-77.7036034
16-0006428,2,Monday,February,,
16-0006430,2,Monday,February,,
16-0006433,2,Monday,February,,
16-0006434,2,Monday,February,42.310128,-71.0599972
16-0006437,4,Monday,February,42.3048438,-71.1057102
16-0006440,6,Monday,February,42.3319603,-71.1120478
16-0006444,6,Monday,February,42.3604823,-71.0595678
16-0006445,6,Monday,February,42.3397554,-71.1049218220988
16-0006448,6,Monday,February,42.35384315,-71.0574160142115
16-0006449,6,Monday,February,42.32934435,-71.0522225840544
16-0006452,7,Monday,February,42.3348931,-71.0884934
16-0006454,7,Monday,February,42.3501019,-71.0596026
16-0006455,7,Monday,February,42.32934435,-71.0522225840544
16-0006456,8,Monday,February,42.287627,-71.093984
16-0006462,9,Monday,February,42.3664741,-71.0546855
16-0006465,10,Monday,February,,
16-0006466,10,Monday,February,,
16-0006467,10,Monday,February,,
16-0006468,10,Monday,February,42.3280082,-71.0829258
16-0006469,10,Monday,February,42.3161426,-71.0631962
16-0006470,10,Monday,February,42.286475,-71.114621
16-0006473,10,Monday,February,42.285648,-71.11799
16-0006474,11,Monday,February,42.3866011,-71.0066038
16-0006477,11,Monday,February,26.57458,-80.087998
16-0006481,11,Monday,February,,
16-0006482,11,Monday,February,42.347664,-71.0730394
16-0006483,11,Monday,February,40.0759005,-82.2270897
16-0006484,11,Monday,February,,
16-0006490,12,Monday,February,42.345675,-71.039309
16-0006493,12,Monday,February,,
16-0006494,12,Monday,February,,
16-0006495,12,Monday,February,42.354588,-71.053276
16-0006497,12,Monday,February,42.28714715,-71.1307414402994
16-0006498,12,Monday,February,42.3384241,-71.0819833
16-0006500,12,Monday,February,39.5545426,-77.7036034
16-0006502,12,Monday,February,,
16-0006503,13,Monday,February,42.3484477,-71.0604701
16-0006507,13,Monday,February,42.3429019,-71.0574784
16-0006508,13,Monday,February,,
16-0006510,13,Monday,February,42.3524074,-71.0585065
16-0006515,13,Monday,February,42.3741282,-71.0328065
16-0006517,14,Monday,February,,
16-0006518,14,Monday,February,33.1398875,-80.3942635
16-0006520,14,Monday,February,,
16-0006522,14,Monday,February,42.3529947,-71.0646278
16-0006523,14,Monday,February,53.0344111,-0.0300582
16-0006524,14,Monday,February,42.3417436,-71.0906399
16-0006526,14,Monday,February,,
16-0006527,14,Monday,February,,
16-0006530,14,Monday,February,,
16-0006537,15,Monday,February,42.33676715,-71.0861481720057
16-0006538,15,Monday,February,,
16-0006541,16,Monday,February,42.3330188,-71.0726472
16-0006544,16,Monday,February,42.28595555,-71.1527667606944
16-0006546,17,Monday,February,42.3248426,-71.0950158
16-0006548,17,Monday,February,42.3334312,-71.0494949
16-0006550,17,Monday,February,42.33362075,-71.0726210292434
16-0006552,17,Monday,February,42.3429019,-71.0574784
16-0006553,17,Monday,February,,
16-0006554,17,Monday,February,,
16-0006555,17,Monday,February,42.3327877,-71.0830488
16-0006556,17,Monday,February,,
16-0006557,17,Monday,February,42.2464487,-71.1370851
16-0006560,18,Monday,February,42.33568,-71.1060436296658
16-0006562,18,Monday,February,42.3475844,-71.065728
16-0006564,18,Monday,February,42.3248426,-71.0950158
16-0006565,18,Monday,February,,
16-0006567,19,Monday,February,42.273231,-71.099152
16-0006568,19,Monday,February,42.31461,-71.088331
16-0006569,19,Monday,February,42.3535856,-71.0537968
16-0006570,19,Monday,February,33.1398875,-80.3942635
16-0006571,19,Monday,February,42.331875,-71.105583
16-0006572,19,Monday,February,,
16-0006573,19,Monday,February,42.3350044,-71.0885753
16-0006577,20,Monday,February,,
16-0006581,20,Monday,February,42.3357813,-71.0999755
16-0006583,21,Monday,February,42.254643,-71.132136
16-0006585,21,Monday,February,42.3470278,-71.0922309
16-0006588,21,Monday,February,42.342278,-71.105358
16-0006589,21,Monday,February,42.3436979,-71.0973964
16-0006590,21,Monday,February,,
16-0006591,21,Monday,February,42.3352461,-71.0816562
16-0006595,23,Monday,February,42.270944,-71.107336
16-0006596,23,Monday,February,,
16-0006598,0,Tuesday,February,52.9609559,-0.0239503
16-0006600,0,Tuesday,February,42.367025,-71.05486
16-0006601,0,Tuesday,February,42.3481247,-71.0611242
16-0006602,0,Tuesday,February,,
16-0006604,1,Tuesday,February,42.3012981,-71.1125139
16-0006605,1,Tuesday,February,,
16-0006608,2,Tuesday,February,,
16-0006609,2,Tuesday,February,42.315513,-71.098269
16-0006610,2,Tuesday,February,42.2959098,-71.0903599
16-0006613,2,Tuesday,February,,
16-0006614,2,Tuesday,February,42.33362075,-71.0726210292434
16-0006615,2,Tuesday,February,42.329009,-71.086067
16-0006617,3,Tuesday,February,42.3604823,-71.0595678
16-0006619,4,Tuesday,February,,
16-0006620,5,Tuesday,February,42.327818,-71.0971633
16-0006621,5,Tuesday,February,50.645417,-3.3885899
16-0006624,5,Tuesday,February,,
16-0006625,6,Tuesday,February,42.329764,-71.097772
16-0006626,6,Tuesday,February,42.27899,-71.081596
16-0006627,6,Tuesday,February,14.2797483,120.9732905
16-0006629,6,Tuesday,February,42.342247,-71.069522
16-0006630,6,Tuesday,February,35.651067,-81.243637
16-0006632,6,Tuesday,February,42.378856,-71.032359
16-0006635,7,Tuesday,February,42.3480222,-71.0784264
16-0006636,7,Tuesday,February,14.2797483,120.9732905
16-0006638,8,Tuesday,February,42.331381,-71.040414
16-0006640,8,Tuesday,February,42.284777,-71.094318
16-0006642,8,Tuesday,February,42.2408447,-71.1405529
16-0006644,9,Tuesday,February,42.3501019,-71.0596026
16-0006645,9,Tuesday,February,,
16-0006646,9,Tuesday,February,42.3482674,-71.0974195
16-0006647,9,Tuesday,February,,
16-0006651,9,Tuesday,February,42.284814,-71.134725
16-0006652,9,Tuesday,February,,
16-0006654,9,Tuesday,February,,
16-0006655,9,Tuesday,February,42.3416526,-71.0572844
16-0006657,9,Tuesday,February,42.32389,-71.14467
16-0006659,10,Tuesday,February,,
16-0006660,10,Tuesday,February,-32.8917621,-60.6642306918186
16-0006661,10,Tuesday,February,42.3536703,-71.0747537806371
16-0006662,10,Tuesday,February,42.279547,-71.091707
16-0006663,10,Tuesday,February,37.0348011,-76.4006082
16-0006664,10,Tuesday,February,42.3161426,-71.0631962
16-0006665,10,Tuesday,February,,
16-0006666,10,Tuesday,February,42.3584119,-71.0544476583984
16-0006667,11,Tuesday,February,33.1398875,-80.3942635
16-0006669,11,Tuesday,February,42.3681145,-71.0379809
16-0006670,11,Tuesday,February,42.35384315,-71.0574160142115
16-0006671,11,Tuesday,February,42.3089664,-71.0591836
16-0006672,11,Tuesday,February,,
16-0006673,11,Tuesday,February,42.3436979,-71.0973964
16-0006676,11,Tuesday,February,42.366052,-71.052801
16-0006677,11,Tuesday,February,,
16-0006680,11,Tuesday,February,42.311938,-71.103821
16-0006681,11,Tuesday,February,42.3353611,-71.0929213
16-0006682,11,Tuesday,February,,
16-0006683,11,Tuesday,February,43.2494702,-89.6749947
16-0006685,11,Tuesday,February,42.2933752,-71.0768201
16-0006687,11,Tuesday,February,42.2862098,-71.0453276
16-0006689,12,Tuesday,February,42.278946,-71.082187
16-0006691,12,Tuesday,February,42.2978534,-71.0760356
16-0006692,12,Tuesday,February,52.9500834,-0.0310881
16-0006693,12,Tuesday,February,,
16-0006694,12,Tuesday,February,,
16-0006696,12,Tuesday,February,42.3500548,-71.0774775
16-0006698,12,Tuesday,February,42.2713409,-71.1046549
16-0006699,12,Tuesday,February,42.281801,-71.137141
16-0006701,12,Tuesday,February,42.306269,-71.078567
16-0006703,13,Tuesday,February,,
16-0006704,13,Tuesday,February,,
16-0006705,13,Tuesday,February,42.31788295,-71.1085581500479
16-0006707,13,Tuesday,February,33.1398875,-80.3942635
16-0006709,13,Tuesday,February,30.3474749,-95.0819401
16-0006710,13,Tuesday,February,42.2723208,-71.0869953
16-0006711,13,Tuesday,February,42.3535856,-71.0537968
16-0006713,13,Tuesday,February,,
16-0006715,13,Tuesday,February,37.9997955,-86.0107981
16-0006718,13,Tuesday,February,42.336487,-71.03582
16-0006721,14,Tuesday,February,42.3201791,-71.0712903
16-0006724,14,Tuesday,February,,
16-0006725,14,Tuesday,February,,
16-0006727,14,Tuesday,February,42.3604823,-71.0595678
16-0006728,14,Tuesday,February,42.3484477,-71.0604701
16-0006731,14,Tuesday,February,42.3544689,-71.1348082
16-0006732,14,Tuesday,February,42.28546525,-71.1534937606456
16-0006733,14,Tuesday,February,42.362426,-71.0695846
16-0006734,14,Tuesday,February,,
16-0006736,15,Tuesday,February,,
16-0006737,15,Tuesday,February,14.2797483,120.9732905
16-0006742,15,Tuesday,February,,
16-0006746,16,Tuesday,February,,
16-0006747,16,Tuesday,February,,
16-0006748,16,Tuesday,February,42.288943,-71.060189
16-0006749,16,Tuesday,February,42.3414187,-71.0790063
16-0006750,16,Tuesday,February,42.3598196,-71.0661623
16-0006751,16,Tuesday,February,,
16-0006754,17,Tuesday,February,42.283111,-71.133016
16-0006760,18,Tuesday,February,42.3374108,-71.0718804
16-0006761,18,Tuesday,February,42.296581,-71.072197
16-0006762,18,Tuesday,February,42.3374108,-71.0718804
16-0006763,18,Tuesday,February,,
16-0006765,18,Tuesday,February,42.3546476,-71.0720688
16-0006768,19,Tuesday,February,43.8942395,-70.9770114
16-0006769,19,Tuesday,February,42.34448945,-71.0970162828156
16-0006770,19,Tuesday,February,42.3524074,-71.0585065
16-0006771,19,Tuesday,February,,
16-0006772,19,Tuesday,February,42.287697,-71.125553
16-0006773,19,Tuesday,February,42.34448945,-71.0970162828156
16-0006778,20,Tuesday,February,,
16-0006779,20,Tuesday,February,42.3866892,-71.0068424
16-0006780,20,Tuesday,February,42.3626824,-71.0511829
16-0006781,20,Tuesday,February,42.355119,-71.0619036
16-0006783,20,Tuesday,February,,
16-0006785,20,Tuesday,February,42.289754,-71.084039
16-0006786,20,Tuesday,February,,
16-0006787,20,Tuesday,February,,
16-0006788,20,Tuesday,February,42.282288,-71.132668
16-0006789,20,Tuesday,February,,
16-0006790,20,Tuesday,February,42.3529947,-71.0646278
16-0006794,21,Tuesday,February,33.1398875,-80.3942635
16-0006795,21,Tuesday,February,42.3352461,-71.0816562
16-0006797,21,Tuesday,February,42.316614,-71.103125
16-0006798,21,Tuesday,February,42.2996682,-71.0149625
16-0006799,21,Tuesday,February,,
16-0006800,21,Tuesday,February,42.2403766,-71.1369964
16-0006802,22,Tuesday,February,42.272976,-71.160797
16-0006803,22,Tuesday,February,40.0759005,-82.2270897
16-0006804,22,Tuesday,February,42.3501522,-71.0846139
16-0006805,22,Tuesday,February,,
16-0006809,23,Tuesday,February,,
16-0006810,23,Tuesday,February,42.2723208,-71.0869953
16-0006812,23,Tuesday,February,42.3325281,-71.0960247
16-0006813,23,Tuesday,February,42.403803,-71.007998
16-0006819,1,Wednesday,February,,
16-0006820,2,Wednesday,February,,
16-0006822,3,Wednesday,February,,
16-0006823,3,Wednesday,February,,
16-0006824,3,Wednesday,February,42.403803,-71.007998
16-0006829,5,Wednesday,February,,
16-0006833,6,Wednesday,February,,
16-0006834,6,Wednesday,February,42.3376838,-71.1045659
16-0006836,7,Wednesday,February,42.3866892,-71.0068424
16-0006837,7,Wednesday,February,,
16-0006839,7,Wednesday,February,42.342278,-71.105358
16-0006840,7,Wednesday,February,42.2862098,-71.0453276
16-0006842,8,Wednesday,February,42.319004,-71.079687
16-0006846,8,Wednesday,February,42.35384315,-71.0574160142115
16-0006847,8,Wednesday,February,42.3621936,-71.0669926
16-0006848,8,Wednesday,February,42.3475844,-71.065728
16-0006850,9,Wednesday,February,42.3621936,-71.0669926
16-0006851,9,Wednesday,February,42.3672928,-71.0692326
16-0006852,9,Wednesday,February,42.2875992,-71.1309308897483
16-0006853,9,Wednesday,February,42.3476795,-71.0922711
16-0006854,9,Wednesday,February,42.3639593,-71.0302454
16-0006859,9,Wednesday,February,,
16-0006861,9,Wednesday,February,,
16-0006864,9,Wednesday,February,,
16-0006868,9,Wednesday,February,42.3016751,-71.1086524
16-0006869,9,Wednesday,February,42.3199571,-71.1117076
16-0006870,10,Wednesday,February,33.1398875,-80.3942635
16-0006873,10,Wednesday,February,42.3535856,-71.0537968
16-0006876,10,Wednesday,February,,
16-0006879,10,Wednesday,February,42.3199571,-71.1117076
16-0006881,10,Wednesday,February,42.3507923,-71.043329
16-0006882,10,Wednesday,February,42.3426385,-71.0364948
16-0006883,10,Wednesday,February,,
16-0006884,10,Wednesday,February,32.9557278,-80.1703711
16-0006886,10,Wednesday,February,,
16-0006887,10,Wednesday,February,42.9908333,-80.2705126
16-0006888,10,Wednesday,February,,
16-0006891,11,Wednesday,February,42.3604823,-71.0595678
16-0006892,11,Wednesday,February,42.285239,-71.063395
16-0006895,11,Wednesday,February,,
16-0006896,11,Wednesday,February,,
16-0006902,11,Wednesday,February,14.2797483,120.9732905
16-0006904,12,Wednesday,February,38.8988502,-77.0381044
16-0006905,12,Wednesday,February,,
16-0006908,12,Wednesday,February,53.9070237,-1.3541998
16-0006912,12,Wednesday,February,42.3582926,-71.0602525
16-0006913,12,Wednesday,February,42.2655526,-71.1625027
16-0006914,13,Wednesday,February,44.104196,-72.801255
16-0006915,13,Wednesday,February,,
16-0006918,13,Wednesday,February,42.3473135,-71.0759078
16-0006926,14,Wednesday,February,42.3170628,-71.06521
16-0006928,14,Wednesday,February,,
16-0006930,14,Wednesday,February,,
16-0006931,14,Wednesday,February,42.373003,-71.041188
16-0006940,14,Wednesday,February,,
16-0006941,14,Wednesday,February,42.286423,-71.08293
16-0006943,14,Wednesday,February,42.3475844,-71.065728
16-0006945,14,Wednesday,February,,
16-0006949,15,Wednesday,February,42.3642107,-71.058326
16-0006955,15,Wednesday,February,42.3042649,-71.0744953
16-0006956,15,Wednesday,February,42.3264182,-71.1002378
16-0006957,15,Wednesday,February,42.2723208,-71.0869953
16-0006959,15,Wednesday,February,,
16-0006961,15,Wednesday,February,42.288257,-71.0814
16-0006962,15,Wednesday,February,52.9500834,-0.0310881
16-0006964,15,Wednesday,February,37.9997955,-86.0107981
16-0006965,15,Wednesday,February,42.3604823,-71.0595678
16-0006968,15,Wednesday,February,42.354588,-71.053276
16-0006975,16,Wednesday,February,,
16-0006978,16,Wednesday,February,,
16-0006986,17,Wednesday,February,,
16-0006987,17,Wednesday,February,,
16-0006989,17,Wednesday,February,,
16-0006990,18,Wednesday,February,42.339841,-71.065753
16-0006992,18,Wednesday,February,40.845388,-74.673841
16-0006996,18,Wednesday,February,,
16-0007000,18,Wednesday,February,42.334464,-71.096537
16-0007003,18,Wednesday,February,42.3324509,-71.0736433
16-0007004,18,Wednesday,February,43.5297395,-79.9011934
16-0007007,18,Wednesday,February,,
16-0007009,18,Wednesday,February,42.3280082,-71.0829258
16-0007012,18,Wednesday,February,42.3382806,-71.1058695
16-0007013,19,Wednesday,February,42.292773,-71.121393
16-0007015,19,Wednesday,February,42.3397131,-71.0558619
16-0007017,19,Wednesday,February,37.9997955,-86.0107981
16-0007018,19,Wednesday,February,,
16-0007022,19,Wednesday,February,42.332001,-71.1120662
16-0007026,20,Wednesday,February,,
16-0007027,20,Wednesday,February,,
16-0007030,20,Wednesday,February,42.3459707,-71.0749272
16-0007031,20,Wednesday,February,42.3429019,-71.0574784
16-0007034,21,Wednesday,February,,
16-0007035,21,Wednesday,February,42.3368694,-71.0531441
16-0007037,21,Wednesday,February,42.3280082,-71.0829258
16-0007038,21,Wednesday,February,52.9500834,-0.0310881
16-0007039,21,Wednesday,February,42.335716,-71.0250566
16-0007040,21,Wednesday,February,42.3125982,-71.0578282
16-0007044,21,Wednesday,February,42.258318,-71.125902
16-0007046,21,Wednesday,February,42.313557,-71.106204
16-0007047,21,Wednesday,February,,
16-0007049,22,Wednesday,February,,
16-0007050,22,Wednesday,February,,
16-0007051,22,Wednesday,February,,
16-0007054,22,Wednesday,February,,
16-0007055,22,Wednesday,February,42.3464814,-71.0814679462404
16-0007057,22,Wednesday,February,42.291784,-71.0402001655385
16-0007058,22,Wednesday,February,,
16-0007059,22,Wednesday,February,45.8992863,-64.5170033
16-0007060,22,Wednesday,February,42.349579,-71.062951
16-0007062,22,Wednesday,February,42.3357813,-71.0999755
16-0007063,22,Wednesday,February,42.2713409,-71.1046549
16-0007065,23,Wednesday,February,42.2705015,-71.1006247
16-0007067,23,Wednesday,February,42.306278,-71.078506
16-0007069,23,Wednesday,February,42.3199571,-71.1117076
16-0007071,0,Thursday,February,42.3524225,-71.0670847
16-0007072,0,Thursday,February,,
16-0007073,0,Thursday,February,,
16-0007074,0,Thursday,February,42.3397131,-71.0558619
16-0007077,0,Thursday,February,,
16-0007078,0,Thursday,February,42.3372289,-71.0554084
16-0007079,0,Thursday,February,,
16-0007080,1,Thursday,February,42.2978534,-71.0760356
16-0007081,1,Thursday,February,,
16-0007083,1,Thursday,February,42.3587085,-71.067829
16-0007084,1,Thursday,February,40.907894,-74.684381
16-0007085,1,Thursday,February,,
16-0007087,2,Thursday,February,42.333996,-71.031814
16-0007088,2,Thursday,February,37.119743,-94.86807
16-0007089,2,Thursday,February,,
16-0007092,3,Thursday,February,42.333125,-71.034338
16-0007094,3,Thursday,February,42.3503,-71.042816
16-0007095,3,Thursday,February,42.3866011,-71.0066038
