Incident Number,Day,Month,Hour,Lat,Long
16-0014889,12,Saturday,2,42.3648354,-71.06172153
16-0014894,13,Saturday,2,42.3436979,-71.0973964
16-0014895,13,Saturday,2,42.319494,-71.097312
16-0014897,13,Saturday,2,42.281363,-71.089739
16-0014904,13,Saturday,2,42.2491254,-71.1266705
16-0014909,14,Saturday,2,42.296243,-71.084465
16-0014912,14,Saturday,2,42.2973205,-71.0744952
16-0014914,14,Saturday,2,42.3264182,-71.1002378
16-0014916,14,Saturday,2,42.324963,-71.112186
16-0014926,15,Saturday,2,42.296243,-71.084465
16-0014929,15,Saturday,2,42.315865,-71.070174
16-0014931,16,Saturday,2,42.351771,-71.070969
16-0014932,16,Saturday,2,42.3397316,-71.070808
16-0014934,16,Saturday,2,42.287627,-71.093984
16-0014938,16,Saturday,2,42.3475844,-71.065728
16-0014942,17,Saturday,2,42.3483389,-71.0732835
16-0014943,17,Saturday,2,42.286221,-71.094999
16-0014947,17,Saturday,2,42.3587017,-71.0628791
16-0014948,17,Saturday,2,42.3640614,-71.0633028
16-0014950,18,Saturday,2,42.3719372,-71.0381609
16-0014952,18,Saturday,2,42.2826604,-71.0562273
16-0014954,18,Saturday,2,42.313557,-71.106204
16-0014955,18,Saturday,2,42.28761505,-71.13087278
16-0014959,19,Saturday,2,42.284053,-71.067961
16-0014960,19,Saturday,2,42.321318,-71.09628
16-0014963,19,Saturday,2,40.56694665,-73.89059742
16-0014965,19,Saturday,2,42.3210351,-71.1167961
16-0014966,19,Saturday,2,42.3476593,-71.0391318
16-0014969,19,Saturday,2,42.3476593,-71.0391318
16-0014970,20,Saturday,2,42.328295,-71.076811
16-0014972,20,Saturday,2,42.284871,-71.06194
16-0014975,21,Saturday,2,42.32284,-71.0690668
16-0014979,22,Saturday,2,42.3480331,-71.0369182
16-0014986,23,Saturday,2,42.248525,-71.111474
16-0014988,23,Saturday,2,42.3374108,-71.0718804
16-0014990,23,Saturday,2,42.7222306,-87.902519
16-0014995,4,Sunday,2,42.3408979,-71.085662
16-0014997,4,Sunday,2,41.397606,-96.209458
16-0014999,4,Sunday,2,42.3408979,-71.085662
16-0015000,5,Sunday,2,42.3443563,-71.1012841
16-0015008,7,Sunday,2,42.3408979,-71.085662
16-0015009,7,Sunday,2,42.3325159,-71.0718736
16-0015011,7,Sunday,2,42.3468245,-71.0919817
16-0015015,7,Sunday,2,42.3042649,-71.0744953
16-0015017,7,Sunday,2,42.295339,-71.062509
16-0015023,8,Sunday,2,42.2814941,-71.0475493
16-0015033,8,Sunday,2,42.2892813,-71.041955
16-0015044,9,Sunday,2,42.3467195,-71.1008498
16-0015045,9,Sunday,2,42.290356,-71.167967
16-0015056,10,Sunday,2,42.3414187,-71.0790063
16-0015062,10,Sunday,2,40.783355,-73.172709
16-0015064,11,Sunday,2,42.3523066,-71.0807705
16-0015066,11,Sunday,2,42.3397554,-71.10492182
16-0015073,11,Sunday,2,42.3552444,-71.05693041
16-0015076,11,Sunday,2,42.2865306,-71.127913
16-0015085,12,Sunday,2,42.251099,-71.133248
16-0015086,12,Sunday,2,42.3345126,-71.1054205
16-0015087,12,Sunday,2,42.3353512,-71.07160674
16-0015093,12,Sunday,2,42.3832783,-71.0232279
16-0015095,12,Sunday,2,42.2952425,-71.0832993
16-0015105,13,Sunday,2,42.28714715,-71.13074144
16-0015107,13,Sunday,2,42.3523066,-71.0807705
16-0015108,13,Sunday,2,42.2952425,-71.0832993
16-0015111,13,Sunday,2,42.330837,-71.078806
16-0015114,13,Sunday,2,42.3604823,-71.0595678
16-0015115,14,Sunday,2,42.2952425,-71.0832993
16-0015116,14,Sunday,2,42.3461583,-71.0433047
16-0015118,14,Sunday,2,42.3650064,-71.064166
16-0015121,14,Sunday,2,42.3356851,-71.0828233
16-0015123,14,Sunday,2,42.32389,-71.14467
16-0015126,15,Sunday,2,42.32878315,-71.08205171
16-0015130,15,Sunday,2,42.3604823,-71.0595678
16-0015131,15,Sunday,2,42.9908333,-80.2705126
16-0015136,16,Sunday,2,42.3621936,-71.0669926
16-0015137,16,Sunday,2,42.3501019,-71.0596026
16-0015138,16,Sunday,2,42.315513,-71.098269
16-0015139,16,Sunday,2,42.316614,-71.103125
16-0015143,16,Sunday,2,42.314619,-71.072138
16-0015145,17,Sunday,2,42.3042649,-71.0744953
16-0015147,17,Sunday,2,42.3501019,-71.0596026
16-0015149,17,Sunday,2,42.3664741,-71.0546855
16-0015151,17,Sunday,2,42.3604823,-71.0595678
16-0015153,17,Sunday,2,43.2494702,-89.6749947
16-0015156,17,Sunday,2,42.317768,-71.097403
16-0015157,17,Sunday,2,42.307081,-71.110411
16-0015159,17,Sunday,2,42.2873576,-71.13119807
16-0015164,18,Sunday,2,42.3356851,-71.0828233
16-0015167,18,Sunday,2,42.327412,-71.080625
16-0015170,18,Sunday,2,42.254643,-71.132136
16-0015173,18,Sunday,2,42.295634,-71.059082
16-0015174,18,Sunday,2,42.2713823,-71.0681607
16-0015180,19,Sunday,2,42.255699,-71.129068
16-0015185,19,Sunday,2,42.327412,-71.080625
16-0015187,19,Sunday,2,42.3397131,-71.0558619
16-0015188,19,Sunday,2,42.3460929,-71.0749637
16-0015195,20,Sunday,2,42.3324509,-71.0736433
16-0015198,20,Sunday,2,42.3467181,-71.0609504
16-0015199,20,Sunday,2,42.327412,-71.080625
16-0015200,20,Sunday,2,42.6289495,-78.7375289
16-0015203,21,Sunday,2,42.334835,-71.033211
16-0015206,21,Sunday,2,42.319571,-71.064202
16-0015218,23,Sunday,2,42.3429019,-71.0574784
16-0015219,23,Sunday,2,42.3429019,-71.0574784
16-0015220,23,Sunday,2,42.3089664,-71.0591836
16-0015223,0,Monday,2,42.3357813,-71.0999755
16-0015228,2,Monday,2,40.0759005,-82.2270897
16-0015233,4,Monday,2,42.3582926,-71.0602525
16-0015236,4,Monday,2,42.3374108,-71.0718804
16-0015247,7,Monday,2,42.372644,-71.060758
16-0015250,8,Monday,2,42.373003,-71.041188
16-0015254,8,Monday,2,42.379305,-71.035341
16-0015256,8,Monday,2,42.2800175,-71.0546024
16-0015257,8,Monday,2,42.3426385,-71.0364948
16-0015258,8,Monday,2,42.332001,-71.1120662
16-0015265,9,Monday,2,42.3523066,-71.0807705
16-0015270,9,Monday,2,42.342247,-71.069522
16-0015271,9,Monday,2,42.3440103,-71.0901672
16-0015272,9,Monday,2,42.3503,-71.042816
16-0015274,9,Monday,2,42.3604823,-71.0595678
16-0015279,9,Monday,2,42.356801,-71.060432
16-0015282,10,Monday,2,42.263408,-71.146286
16-0015283,10,Monday,2,42.344045,-71.066254
16-0015284,10,Monday,2,42.3501019,-71.0596026
16-0015286,10,Monday,2,42.3482757,-71.0695632
16-0015288,10,Monday,2,42.356801,-71.060432
16-0015289,10,Monday,2,42.3429019,-71.0574784
16-0015294,10,Monday,2,42.2862098,-71.0453276
16-0015295,10,Monday,2,42.3287665,-71.084102
16-0015305,11,Monday,2,42.3475844,-71.065728
16-0015308,11,Monday,2,42.3480222,-71.0784264
16-0015310,11,Monday,2,42.3566602,-71.0503163
16-0015312,11,Monday,2,42.303993,-71.143983
16-0015314,12,Monday,2,42.3350044,-71.0885753
16-0015316,12,Monday,2,42.3484477,-71.0604701
16-0015317,12,Monday,2,42.2967348,-71.1453428
16-0015322,12,Monday,2,42.3287665,-71.084102
16-0015334,14,Monday,2,42.3672361,-71.028263
16-0015338,14,Monday,2,42.246619,-71.122474
16-0015344,14,Monday,2,42.2857075,-71.15280285
16-0015347,15,Monday,2,42.3428084,-71.0540484
16-0015348,15,Monday,2,42.334835,-71.033211
16-0015349,15,Monday,2,42.32934435,-71.05222258
16-0015358,16,Monday,2,42.37553,-71.156578
16-0015363,17,Monday,2,42.317196,-71.0649343
16-0015367,18,Monday,2,42.3593059,-71.0668304
16-0015370,18,Monday,2,42.7222306,-87.902519
16-0015371,19,Monday,2,42.3503105,-71.0798846
16-0015376,19,Monday,2,42.3827085,-71.018466
16-0015377,19,Monday,2,42.2973206,-71.0619949
16-0015379,19,Monday,2,42.325703,-71.085315
16-0015385,20,Monday,2,42.3461453,-71.0799653
16-0015390,21,Monday,2,40.0759005,-82.2270897
16-0015392,21,Monday,2,42.271809,-71.071922
16-0015394,21,Monday,2,42.2973205,-71.0744952
16-0015400,23,Monday,2,42.284363,-71.09772
16-0015406,0,Tuesday,2,42.3428084,-71.0540484
16-0015407,0,Tuesday,2,42.380481,-71.0646239
16-0015409,1,Tuesday,2,42.3506208,-71.0660313
16-0015410,1,Tuesday,2,42.2853276,-71.15369777
16-0015412,1,Tuesday,2,40.8270461,-73.4118879
16-0015419,5,Tuesday,2,42.34855,-71.0755607
16-0015421,5,Tuesday,2,42.353859,-71.0597182
16-0015422,6,Tuesday,2,43.2494702,-89.6749947
16-0015423,6,Tuesday,2,42.3264182,-71.1002378
16-0015430,7,Tuesday,2,42.310989,-71.087481
16-0015437,7,Tuesday,2,42.30275,-71.056829
16-0015444,8,Tuesday,2,42.2977419,-71.0727774
16-0015446,8,Tuesday,2,42.345086,-71.0843922
16-0015448,8,Tuesday,2,42.3287665,-71.084102
16-0015456,9,Tuesday,2,42.3393185,-71.035064
16-0015459,9,Tuesday,2,42.293171,-71.096321
16-0015460,9,Tuesday,2,42.2853276,-71.15369777
16-0015461,9,Tuesday,2,42.289209,-71.083456
16-0015462,9,Tuesday,2,42.3331684,-71.0917737
16-0015463,9,Tuesday,2,42.3582926,-71.0602525
16-0015468,10,Tuesday,2,42.26796,-71.106508
16-0015469,10,Tuesday,2,42.3582926,-71.0602525
16-0015471,10,Tuesday,2,42.356624,-71.0716691
16-0015472,10,Tuesday,2,42.3440838,-71.0988876
16-0015477,11,Tuesday,2,42.3480331,-71.0369182
16-0015480,11,Tuesday,2,42.315513,-71.098269
16-0015482,11,Tuesday,2,42.3639593,-71.0302454
16-0015484,11,Tuesday,2,42.3248426,-71.0950158
16-0015485,11,Tuesday,2,42.264062,-71.161284
16-0015486,11,Tuesday,2,42.2816251,-71.0731554
16-0015488,12,Tuesday,2,42.280023,-71.051424
16-0015493,12,Tuesday,2,42.2875359,-71.13116304
16-0015494,12,Tuesday,2,42.32258,-71.051679
16-0015498,13,Tuesday,2,42.331875,-71.105583
16-0015501,13,Tuesday,2,42.3280082,-71.0829258
16-0015502,13,Tuesday,2,42.3199571,-71.1117076
16-0015503,13,Tuesday,2,42.2826604,-71.0562273
16-0015504,13,Tuesday,2,42.3132069,-71.11881152
16-0015507,13,Tuesday,2,42.303328,-71.057123
16-0015508,13,Tuesday,2,42.3523066,-71.0807705
16-0015511,14,Tuesday,2,42.3460929,-71.0749637
16-0015523,15,Tuesday,2,42.2723208,-71.0869953
16-0015524,15,Tuesday,2,42.323178,-71.087707
16-0015529,15,Tuesday,2,42.329442,-71.072386
16-0015533,15,Tuesday,2,42.3384497,-71.1059755
16-0015535,16,Tuesday,2,42.269694,-71.117361
16-0015541,16,Tuesday,2,42.3648924,-71.0589827
16-0015542,16,Tuesday,2,42.282802,-71.081871
16-0015543,16,Tuesday,2,42.338745,-71.081154
16-0015545,16,Tuesday,2,42.2967648,-71.1119963
16-0015553,17,Tuesday,2,42.3416526,-71.0572844
16-0015555,17,Tuesday,2,42.303907,-71.057372
16-0015558,17,Tuesday,2,42.3470278,-71.0922309
16-0015559,18,Tuesday,2,42.3819451,-71.0179406
16-0015563,18,Tuesday,2,42.306269,-71.078567
16-0015572,19,Tuesday,2,42.329009,-71.086067
16-0015573,19,Tuesday,2,42.3333985,-71.0977789
16-0015577,19,Tuesday,2,42.334464,-71.096537
16-0015579,20,Tuesday,2,42.313639,-71.061131
16-0015583,20,Tuesday,2,42.330022,-71.078211
16-0015585,20,Tuesday,2,42.265639,-71.151294
16-0015586,20,Tuesday,2,42.330022,-71.078211
16-0015588,21,Tuesday,2,42.319494,-71.097312
16-0015589,21,Tuesday,2,42.3640614,-71.0633028
16-0015594,21,Tuesday,2,42.3336864,-71.0934428
16-0015606,0,Wednesday,2,42.3544748,-71.0575321
16-0015608,0,Wednesday,2,42.321318,-71.09628
16-0015616,1,Wednesday,2,42.3464136,-71.08513717
16-0015619,2,Wednesday,2,42.290345,-71.115261
16-0015624,2,Wednesday,2,42.3259609,-71.083479
16-0015626,2,Wednesday,2,42.292149,-71.067607
16-0015627,2,Wednesday,2,42.3259609,-71.083479
16-0015634,6,Wednesday,2,42.252599,-71.121211
16-0015635,6,Wednesday,2,42.376652,-71.036256
16-0015638,6,Wednesday,2,42.287395,-71.121696
16-0015639,7,Wednesday,2,42.3480222,-71.0784264
16-0015647,8,Wednesday,2,42.3612244,-71.05161734
16-0015654,9,Wednesday,2,42.356624,-71.0716691
16-0015656,9,Wednesday,2,42.3188754,-71.098268
16-0015661,10,Wednesday,2,42.3403012,-71.1009623
16-0015662,10,Wednesday,2,42.269694,-71.117361
16-0015664,10,Wednesday,2,42.3319603,-71.1120478
16-0015667,10,Wednesday,2,42.3896109,-71.0711719
16-0015669,10,Wednesday,2,42.32934435,-71.05222258
16-0015672,10,Wednesday,2,42.3393185,-71.035064
16-0015674,11,Wednesday,2,42.3366072,-71.0893384
16-0015675,11,Wednesday,2,42.3184474,-71.10659479
16-0015677,11,Wednesday,2,42.3482674,-71.0974195
16-0015680,11,Wednesday,2,42.3575336,-71.1537146
16-0015681,11,Wednesday,2,42.258318,-71.125902
16-0015687,12,Wednesday,2,42.382611,-71.033432
16-0015692,12,Wednesday,2,42.3325159,-71.0718736
16-0015693,12,Wednesday,2,42.2826604,-71.0562273
16-0015694,12,Wednesday,2,42.244038,-71.11792
16-0015695,12,Wednesday,2,42.332001,-71.1120662
16-0015696,13,Wednesday,2,42.3482674,-71.0974195
16-0015699,13,Wednesday,2,42.32389,-71.14467
16-0015702,13,Wednesday,2,42.343451,-71.0977164
16-0015705,13,Wednesday,2,42.313129,-71.095359
16-0015706,14,Wednesday,2,42.2993931,-71.1207247
16-0015721,14,Wednesday,2,42.351694,-71.0781296
16-0015722,14,Wednesday,2,42.3348931,-71.0884934
16-0015726,15,Wednesday,2,42.3345126,-71.1054205
16-0015733,15,Wednesday,2,42.3507923,-71.043329
16-0015742,15,Wednesday,2,40.31503,-74.691241
16-0015744,16,Wednesday,2,42.3325159,-71.0718736
16-0015746,16,Wednesday,2,42.32934435,-71.05222258
16-0015750,16,Wednesday,2,42.2750984,-71.1231075
16-0015756,17,Wednesday,2,42.3500548,-71.0774775
16-0015757,17,Wednesday,2,42.319451,-71.09232
16-0015767,17,Wednesday,2,42.3511566,-71.0599037
16-0015782,19,Wednesday,2,42.2723208,-71.0869953
16-0015786,19,Wednesday,2,42.2837811,-71.0488539
16-0015788,19,Wednesday,2,42.289769,-71.1282
16-0015789,19,Wednesday,2,42.3453384,-71.09677978
16-0015794,19,Wednesday,2,42.3264182,-71.1002378
16-0015798,20,Wednesday,2,42.3098201,-71.1203299
16-0015800,20,Wednesday,2,42.3481247,-71.0611242
16-0015807,21,Wednesday,2,42.304017,-71.064578
16-0015808,21,Wednesday,2,42.316216,-71.095469
16-0015809,21,Wednesday,2,42.234145,-71.130005
16-0015810,21,Wednesday,2,42.343451,-71.0977164
16-0015813,22,Wednesday,2,42.378856,-71.032359
16-0015814,22,Wednesday,2,42.3582926,-71.0602525
16-0015819,23,Wednesday,2,42.318365,-71.109368
16-0015820,23,Wednesday,2,42.32934435,-71.05222258
16-0015821,23,Wednesday,2,42.3339573,-71.08809859
16-0015824,0,Thursday,2,42.2522041,-71.1186346
16-0015832,1,Thursday,2,42.328946,-71.079124
16-0015834,2,Thursday,2,42.28597055,-71.15274382
16-0015839,2,Thursday,2,42.3593059,-71.0668304
16-0015845,3,Thursday,2,42.28275,-71.078379
16-0015846,4,Thursday,2,42.3582926,-71.0602525
16-0015850,6,Thursday,2,42.2814941,-71.0475493
16-0015853,6,Thursday,2,42.3098201,-71.1203299
16-0015860,8,Thursday,2,42.294429,-71.050835
16-0015862,8,Thursday,2,42.3374108,-71.0718804
16-0015868,9,Thursday,2,42.334464,-71.096537
16-0015869,9,Thursday,2,42.3475333,-71.1055434
16-0015870,9,Thursday,2,42.252331,-71.114211
16-0015874,9,Thursday,2,42.347664,-71.0730394
16-0015876,10,Thursday,2,42.3650064,-71.064166
16-0015877,10,Thursday,2,42.272458,-71.085124
16-0015878,10,Thursday,2,42.3640614,-71.0633028
16-0015879,10,Thursday,2,42.361126,-71.0665241
16-0015881,10,Thursday,2,42.3604823,-71.0595678
16-0015884,10,Thursday,2,42.3604823,-71.0595678
16-0015889,11,Thursday,2,42.3587085,-71.067829
16-0015890,11,Thursday,2,42.361126,-71.0665241
16-0015898,11,Thursday,2,42.3587085,-71.067829
16-0015904,12,Thursday,2,42.378856,-71.032359
16-0015905,12,Thursday,2,42.293066,-71.064384
16-0015909,12,Thursday,2,42.3360354,-71.1057792
16-0015912,12,Thursday,2,42.332001,-71.1120662
16-0015914,13,Thursday,2,42.332001,-71.1120662
16-0015922,13,Thursday,2,42.343451,-71.0977164
16-0015926,14,Thursday,2,42.3280082,-71.0829258
16-0015932,14,Thursday,2,42.3299,-71.079064
16-0015938,15,Thursday,2,42.374057,-71.0373709
16-0015942,15,Thursday,2,42.3299,-71.079064
16-0015955,16,Thursday,2,42.321927,-71.082772
16-0015957,17,Thursday,2,42.3491401,-71.0415199
16-0015965,17,Thursday,2,42.3440103,-71.0901672
16-0015966,18,Thursday,2,42.2961115,-71.1257394
16-0015967,18,Thursday,2,42.3334312,-71.0494949
16-0015968,18,Thursday,2,42.3310839,-71.0762093
16-0015972,18,Thursday,2,42.285118,-71.087857
16-0015973,18,Thursday,2,42.276885,-71.090995
16-0015975,19,Thursday,2,42.2973205,-71.0744952
16-0015982,20,Thursday,2,42.287551,-71.061404
16-0015983,20,Thursday,2,42.3811073,-71.0284759
16-0015988,20,Thursday,2,42.3698565,-71.0726158
16-0015989,20,Thursday,2,42.319213,-71.085512
16-0015990,20,Thursday,2,42.366251,-71.052759
16-0015996,21,Thursday,2,42.3429019,-71.0574784
16-0015999,22,Thursday,2,42.320367,-71.092603
16-0016012,23,Thursday,2,42.2967348,-71.1453428
16-0016013,23,Thursday,2,42.3378396,-71.0828394
16-0016016,23,Thursday,2,42.374057,-71.0373709
16-0016023,1,Friday,2,42.3408979,-71.085662
16-0016024,1,Friday,2,42.269039,-71.110995
16-0016031,2,Friday,2,42.347664,-71.0730394
16-0016032,2,Friday,2,42.3503105,-71.0798846
16-0016037,4,Friday,2,42.3523066,-71.0807705
16-0016038,4,Friday,2,42.3158007,-71.0637125
16-0016040,4,Friday,2,42.340389,-71.071198
16-0016042,5,Friday,2,42.331381,-71.040414
16-0016044,6,Friday,2,42.3664741,-71.0546855
16-0016046,6,Friday,2,42.35049565,-71.06279026
16-0016047,6,Friday,2,42.2924953,-71.0936594
16-0016050,6,Friday,2,42.325148,-71.091153
16-0016052,7,Friday,2,42.3520902,-71.0554142
16-0016057,8,Friday,2,42.3334312,-71.0494949
16-0016058,8,Friday,2,42.280888,-71.092452
16-0016065,9,Friday,2,42.296243,-71.084465
16-0016071,10,Friday,2,42.3356851,-71.0828233
16-0016075,10,Friday,2,42.3002158,-71.1131888
16-0016076,10,Friday,2,42.3525866,-71.067535
16-0016088,11,Friday,2,42.281803,-71.089284
16-0016092,12,Friday,2,42.3397316,-71.070808
16-0016098,12,Friday,2,42.285512,-71.083581
16-0016099,12,Friday,2,42.347664,-71.0730394
16-0016100,12,Friday,2,42.313129,-71.095359
16-0016102,12,Friday,2,42.3623973,-71.0643102
16-0016104,12,Friday,2,42.3559337,-71.0712442
16-0016106,13,Friday,2,42.34448945,-71.09701628
16-0016109,13,Friday,2,42.3350044,-71.0885753
16-0016113,14,Friday,2,42.32677425,-71.10999243
16-0016116,14,Friday,2,42.2860244,-71.1287296
16-0016118,14,Friday,2,42.321927,-71.082772
16-0016121,15,Friday,2,42.3429019,-71.0574784
16-0016123,15,Friday,2,42.2946775,-71.0667383
16-0016124,15,Friday,2,42.316214,-71.111083
16-0016126,15,Friday,2,42.963285,-78.662803
16-0016130,16,Friday,2,42.3368694,-71.0531441
16-0016132,16,Friday,2,42.285512,-71.083581
16-0016137,16,Friday,2,42.3582926,-71.0602525
16-0016139,17,Friday,2,42.3604823,-71.0595678
16-0016142,17,Friday,2,42.3368694,-71.0531441
16-0016147,17,Friday,2,42.325627,-71.079774
16-0016149,17,Friday,2,42.30376335,-71.11343398
16-0016150,18,Friday,2,42.287395,-71.121696
16-0016155,18,Friday,2,42.3529947,-71.0646278
16-0016156,18,Friday,2,42.294817,-71.05132
16-0016162,19,Friday,2,42.266006,-71.116316
16-0016164,19,Friday,2,42.28761505,-71.13087278
16-0016165,19,Friday,2,42.3819451,-71.0179406
16-0016169,20,Friday,2,42.287874,-71.075358
16-0016174,20,Friday,2,42.317196,-71.0649343
16-0016175,20,Friday,2,42.3440103,-71.0901672
16-0016179,21,Friday,2,42.27968,-71.075253
16-0016181,21,Friday,2,42.3604823,-71.0595678
16-0016188,22,Friday,2,42.3471781,-71.0946909
16-0016193,23,Friday,2,42.3348931,-71.0884934
16-0016196,0,Saturday,2,42.31595,-71.090431
16-0016207,0,Saturday,2,42.32934435,-71.05222258
16-0016209,1,Saturday,2,42.3339913,-71.0973446
16-0016211,1,Saturday,2,42.3325159,-71.0718736
16-0016213,1,Saturday,2,42.325627,-71.079774
16-0016214,1,Saturday,2,42.3604823,-71.0595678
16-0016220,3,Saturday,2,42.3722033,-71.0686192
16-0016221,3,Saturday,2,42.3315765,-71.0751915
16-0016228,4,Saturday,2,42.3455232,-71.0748608
16-0016234,6,Saturday,2,42.2901907,-71.0715997
16-0016236,6,Saturday,2,42.35049565,-71.06279026
16-0016239,7,Saturday,2,42.3503105,-71.0798846
16-0016242,7,Saturday,2,42.2834319,-71.0689393
16-0016244,8,Saturday,2,42.310511,-71.062235
16-0016246,8,Saturday,2,42.3866011,-71.0066038
16-0016248,9,Saturday,2,42.3319603,-71.1120478
16-0016252,9,Saturday,2,42.3368694,-71.0531441
16-0016253,9,Saturday,2,42.283222,-71.111499
16-0016258,10,Saturday,2,42.287535,-71.113335
16-0016259,10,Saturday,2,42.3304464,-71.0461773
16-0016260,10,Saturday,2,42.283222,-71.111499
16-0016261,10,Saturday,2,42.283222,-71.111499
16-0016263,10,Saturday,2,42.3475844,-71.065728
16-0016269,11,Saturday,2,42.289069,-71.06701
16-0016271,11,Saturday,2,42.3610197,-71.0677814
16-0016272,11,Saturday,2,42.3610197,-71.0677814
16-0016274,11,Saturday,2,42.3491704,-71.045475
16-0016285,12,Saturday,2,42.349307,-71.043261
16-0016286,12,Saturday,2,42.3705826,-71.0413123
16-0016289,12,Saturday,2,42.3529947,-71.0646278
16-0016291,12,Saturday,2,42.376652,-71.036256
16-0016293,13,Saturday,2,42.323178,-71.087707
16-0016298,13,Saturday,2,42.34295755,-71.08934658
16-0016299,13,Saturday,2,40.6864393,-74.9770242
16-0016301,13,Saturday,2,42.3346495,-71.0732123
16-0016304,13,Saturday,2,42.304218,-71.059374
16-0016306,13,Saturday,2,42.284988,-71.078611
16-0016310,14,Saturday,2,42.284988,-71.078611
16-0016312,14,Saturday,2,42.35046,-71.087603
16-0016313,14,Saturday,2,42.28564215,-71.15323153
16-0016315,15,Saturday,2,42.304218,-71.059374
16-0016318,15,Saturday,2,42.313129,-71.095359
16-0016319,15,Saturday,2,42.34855,-71.0755607
16-0016320,15,Saturday,2,42.3778749,-71.0619957
16-0016321,15,Saturday,2,42.3287665,-71.084102
16-0016322,15,Saturday,2,42.294289,-71.076274
16-0016324,16,Saturday,2,42.3582926,-71.0602525
16-0016329,16,Saturday,2,42.313129,-71.095359
16-0016331,17,Saturday,2,42.287874,-71.075358
16-0016333,17,Saturday,2,42.2816527,-71.0759661
16-0016336,17,Saturday,2,42.373003,-71.041188
16-0016342,18,Saturday,2,42.3435989,-71.0838735
16-0016346,18,Saturday,2,42.3866892,-71.0068424
16-0016350,19,Saturday,2,42.32934435,-71.05222258
16-0016354,19,Saturday,2,42.3125982,-71.0578282
16-0016355,19,Saturday,2,42.3604823,-71.0595678
16-0016357,19,Saturday,2,42.331381,-71.040414
16-0016359,19,Saturday,2,42.3164036,-71.1150267
16-0016360,19,Saturday,2,42.3319603,-71.1120478
16-0016369,20,Saturday,2,42.292987,-71.081442
16-0016372,21,Saturday,2,42.34295755,-71.08934658
16-0016376,21,Saturday,2,42.313129,-71.095359
16-0016383,22,Saturday,2,42.295634,-71.059082
16-0016384,22,Saturday,2,42.3446108,-71.1003536
16-0016387,23,Saturday,2,42.3501019,-71.0596026
16-0016388,23,Saturday,2,42.3306059,-71.0779484
16-0016390,23,Saturday,2,42.3578342,-71.0517579
16-0016396,0,Sunday,2,42.3158007,-71.0637125
16-0016399,1,Sunday,2,42.279179,-71.097241
16-0016403,1,Sunday,2,42.2853759,-71.1567196
16-0016405,1,Sunday,2,42.3582926,-71.0602525
16-0016413,2,Sunday,2,42.345086,-71.0843922
16-0016426,5,Sunday,2,42.3624825,-71.0577527
16-0016432,6,Sunday,2,42.3447816,-71.09837344
16-0016438,7,Sunday,2,42.3432437,-71.0644988
16-0016439,7,Sunday,2,43.2494702,-89.6749947
16-0016441,7,Sunday,2,42.319915,-71.087421
16-0016446,7,Sunday,2,42.2973205,-71.0744952
16-0016449,8,Sunday,2,42.313129,-71.095359
16-0016453,8,Sunday,2,42.2826604,-71.0562273
16-0016454,8,Sunday,2,42.2826604,-71.0562273
16-0016456,8,Sunday,2,42.3040656,-71.11673842
16-0016461,8,Sunday,2,42.2826604,-71.0562273
16-0016462,8,Sunday,2,41.397606,-96.209458
16-0016464,9,Sunday,2,42.284053,-71.067961
16-0016466,9,Sunday,2,42.3069155,-71.1125956
16-0016467,9,Sunday,2,42.3447816,-71.09837344
16-0016475,9,Sunday,2,42.317196,-71.0649343
16-0016477,10,Sunday,2,42.3582926,-71.0602525
16-0016479,10,Sunday,2,42.334464,-71.096537
16-0016483,10,Sunday,2,42.3587085,-71.067829
16-0016486,10,Sunday,2,42.2862098,-71.0453276
16-0016488,10,Sunday,2,42.3483534,-71.0311431
16-0016489,10,Sunday,2,40.78920225,-76.13510053
16-0016490,11,Sunday,2,42.3331684,-71.0917737
16-0016491,11,Sunday,2,42.3488064,-71.094975
16-0016492,11,Sunday,2,42.392714,-71.004695
16-0016493,11,Sunday,2,42.388055,-71.005614
16-0016494,11,Sunday,2,42.310303,-71.067843
16-0016515,13,Sunday,2,42.321045,-71.106676
16-0016516,13,Sunday,2,42.351694,-71.0781296
16-0016517,13,Sunday,2,42.258318,-71.125902
16-0016518,13,Sunday,2,42.28597055,-71.15274382
16-0016519,13,Sunday,2,42.276792,-71.13648
16-0016520,14,Sunday,2,42.2760056,-71.0580402
16-0016521,14,Sunday,2,42.3582926,-71.0602525
16-0016524,14,Sunday,2,42.311097,-71.120311
16-0016525,14,Sunday,2,42.28507025,-71.15386823
16-0016531,14,Sunday,2,42.2826604,-71.0562273
16-0016540,15,Sunday,2,42.3624825,-71.0577527
16-0016547,15,Sunday,2,42.3866892,-71.0068424
16-0016551,15,Sunday,2,41.2781512,-73.4073429
16-0016553,16,Sunday,2,42.329637,-71.080451
16-0016557,16,Sunday,2,42.290722,-71.065822
16-0016561,17,Sunday,2,42.344045,-71.066254
16-0016563,17,Sunday,2,42.3844095,-71.0154583
16-0016565,17,Sunday,2,42.2522041,-71.1186346
16-0016566,17,Sunday,2,42.319779,-71.079528
16-0016569,17,Sunday,2,42.237462,-71.126633
16-0016574,18,Sunday,2,42.285564,-71.091106
16-0016576,18,Sunday,2,42.2826604,-71.0562273
16-0016577,18,Sunday,2,42.264764,-71.105823
16-0016579,18,Sunday,2,41.397606,-96.209458
16-0016580,18,Sunday,2,42.3604823,-71.0595678
