Index,Lat,Long
1,42.25648154,-71.12426944
2,42.28678559,-71.14836775
3,42.37105778,-71.03867642
4,42.36182512,-71.06030727
5,42.34939451,-71.15057832
6,42.37646666,-71.05604713
7,42.34116404,-71.05493628
8,42.33943967,-71.06923976
9,42.33419233,-71.09074752
10,42.32838539,-71.08568435
11,42.30972245,-71.10463922
12,42.28472893,-71.09170199
13,42.2980655,-71.05916492
